Distribution,Sample Size,Bin Count,CI_HDEM_AMISE_Lower Mean,CI_HDEM_AMISE_Lower CI Lower,CI_HDEM_AMISE_Lower CI Upper,CI_HDEM_AMISE_Mean Mean,CI_HDEM_AMISE_Mean CI Lower,CI_HDEM_AMISE_Mean CI Upper,CI_HDEM_AMISE_Upper Mean,CI_HDEM_AMISE_Upper CI Lower,CI_HDEM_AMISE_Upper CI Upper,CI_HDEM_IMSE_Lower Mean,CI_HDEM_IMSE_Lower CI Lower,CI_HDEM_IMSE_Lower CI Upper,CI_HDEM_IMSE_Mean Mean,CI_HDEM_IMSE_Mean CI Lower,CI_HDEM_IMSE_Mean CI Upper,CI_HDEM_IMSE_Upper Mean,CI_HDEM_IMSE_Upper CI Lower,CI_HDEM_IMSE_Upper CI Upper,CI_HDEM_MAE_Lower Mean,CI_HDEM_MAE_Lower CI Lower,CI_HDEM_MAE_Lower CI Upper,CI_HDEM_MAE_Mean Mean,CI_HDEM_MAE_Mean CI Lower,CI_HDEM_MAE_Mean CI Upper,CI_HDEM_MAE_Upper Mean,CI_HDEM_MAE_Upper CI Lower,CI_HDEM_MAE_Upper CI Upper,CI_HDEM_MIAE_Lower Mean,CI_HDEM_MIAE_Lower CI Lower,CI_HDEM_MIAE_Lower CI Upper,CI_HDEM_MIAE_Mean Mean,CI_HDEM_MIAE_Mean CI Lower,CI_HDEM_MIAE_Mean CI Upper,CI_HDEM_MIAE_Upper Mean,CI_HDEM_MIAE_Upper CI Lower,CI_HDEM_MIAE_Upper CI Upper,CI_HDEM_MISE_Lower Mean,CI_HDEM_MISE_Lower CI Lower,CI_HDEM_MISE_Lower CI Upper,CI_HDEM_MISE_Mean Mean,CI_HDEM_MISE_Mean CI Lower,CI_HDEM_MISE_Mean CI Upper,CI_HDEM_MISE_Upper Mean,CI_HDEM_MISE_Upper CI Lower,CI_HDEM_MISE_Upper CI Upper,CI_HDEM_MSE_Lower Mean,CI_HDEM_MSE_Lower CI Lower,CI_HDEM_MSE_Lower CI Upper,CI_HDEM_MSE_Mean Mean,CI_HDEM_MSE_Mean CI Lower,CI_HDEM_MSE_Mean CI Upper,CI_HDEM_MSE_Upper Mean,CI_HDEM_MSE_Upper CI Lower,CI_HDEM_MSE_Upper CI Upper,CI_HDEM_Normalized MAE_Lower Mean,CI_HDEM_Normalized MAE_Lower CI Lower,CI_HDEM_Normalized MAE_Lower CI Upper,CI_HDEM_Normalized MAE_Mean Mean,CI_HDEM_Normalized MAE_Mean CI Lower,CI_HDEM_Normalized MAE_Mean CI Upper,CI_HDEM_Normalized MAE_Upper Mean,CI_HDEM_Normalized MAE_Upper CI Lower,CI_HDEM_Normalized MAE_Upper CI Upper,CI_HDEM_Normalized MSE_Lower Mean,CI_HDEM_Normalized MSE_Lower CI Lower,CI_HDEM_Normalized MSE_Lower CI Upper,CI_HDEM_Normalized MSE_Mean Mean,CI_HDEM_Normalized MSE_Mean CI Lower,CI_HDEM_Normalized MSE_Mean CI Upper,CI_HDEM_Normalized MSE_Upper Mean,CI_HDEM_Normalized MSE_Upper CI Lower,CI_HDEM_Normalized MSE_Upper CI Upper,CI_Hist_AMISE_Lower Mean,CI_Hist_AMISE_Lower CI Lower,CI_Hist_AMISE_Lower CI Upper,CI_Hist_AMISE_Mean Mean,CI_Hist_AMISE_Mean CI Lower,CI_Hist_AMISE_Mean CI Upper,CI_Hist_AMISE_Upper Mean,CI_Hist_AMISE_Upper CI Lower,CI_Hist_AMISE_Upper CI Upper,CI_Hist_IMSE_Lower Mean,CI_Hist_IMSE_Lower CI Lower,CI_Hist_IMSE_Lower CI Upper,CI_Hist_IMSE_Mean Mean,CI_Hist_IMSE_Mean CI Lower,CI_Hist_IMSE_Mean CI Upper,CI_Hist_IMSE_Upper Mean,CI_Hist_IMSE_Upper CI Lower,CI_Hist_IMSE_Upper CI Upper,CI_Hist_MAE_Lower Mean,CI_Hist_MAE_Lower CI Lower,CI_Hist_MAE_Lower CI Upper,CI_Hist_MAE_Mean Mean,CI_Hist_MAE_Mean CI Lower,CI_Hist_MAE_Mean CI Upper,CI_Hist_MAE_Upper Mean,CI_Hist_MAE_Upper CI Lower,CI_Hist_MAE_Upper CI Upper,CI_Hist_MIAE_Lower Mean,CI_Hist_MIAE_Lower CI Lower,CI_Hist_MIAE_Lower CI Upper,CI_Hist_MIAE_Mean Mean,CI_Hist_MIAE_Mean CI Lower,CI_Hist_MIAE_Mean CI Upper,CI_Hist_MIAE_Upper Mean,CI_Hist_MIAE_Upper CI Lower,CI_Hist_MIAE_Upper CI Upper,CI_Hist_MISE_Lower Mean,CI_Hist_MISE_Lower CI Lower,CI_Hist_MISE_Lower CI Upper,CI_Hist_MISE_Mean Mean,CI_Hist_MISE_Mean CI Lower,CI_Hist_MISE_Mean CI Upper,CI_Hist_MISE_Upper Mean,CI_Hist_MISE_Upper CI Lower,CI_Hist_MISE_Upper CI Upper,CI_Hist_MSE_Lower Mean,CI_Hist_MSE_Lower CI Lower,CI_Hist_MSE_Lower CI Upper,CI_Hist_MSE_Mean Mean,CI_Hist_MSE_Mean CI Lower,CI_Hist_MSE_Mean CI Upper,CI_Hist_MSE_Upper Mean,CI_Hist_MSE_Upper CI Lower,CI_Hist_MSE_Upper CI Upper,CI_Hist_Normalized MAE_Lower Mean,CI_Hist_Normalized MAE_Lower CI Lower,CI_Hist_Normalized MAE_Lower CI Upper,CI_Hist_Normalized MAE_Mean Mean,CI_Hist_Normalized MAE_Mean CI Lower,CI_Hist_Normalized MAE_Mean CI Upper,CI_Hist_Normalized MAE_Upper Mean,CI_Hist_Normalized MAE_Upper CI Lower,CI_Hist_Normalized MAE_Upper CI Upper,CI_Hist_Normalized MSE_Lower Mean,CI_Hist_Normalized MSE_Lower CI Lower,CI_Hist_Normalized MSE_Lower CI Upper,CI_Hist_Normalized MSE_Mean Mean,CI_Hist_Normalized MSE_Mean CI Lower,CI_Hist_Normalized MSE_Mean CI Upper,CI_Hist_Normalized MSE_Upper Mean,CI_Hist_Normalized MSE_Upper CI Lower,CI_Hist_Normalized MSE_Upper CI Upper
expon,100000,20,3.5341722353852325e-13,,,2.511309632267979e-12,,,4.669202040997435e-12,,,1.1176033907146072e-10,,,7.941458347886699e-10,,,1.476531330505879e-09,,,9.789131867817597e-06,,,1.4825551875593531e-05,,,1.986197188336947e-05,,,5.511673210712042e-06,,,9.323019214516102e-06,,,1.3134365218320162e-05,,,1.9691348236653777e-11,,,5.170676488766187e-10,,,1.0144439495165835e-09,,,1.1176033907146072e-10,,,7.941458347886699e-10,,,1.476531330505879e-09,,,9.789131867817594e-11,,,1.4825551875593526e-10,,,1.9861971883369462e-10,,,1.1176033907146086e-15,,,7.9414583478867e-15,,,1.4765313305058793e-14,,,6.986941153117149e-37,,,1.2897914307746329e-36,,,1.8808887462375505e-36,,,2.209464792141345e-34,,,4.0786786278152315e-34,,,5.947892463489118e-34,,,5.9532270377276625e-18,,,7.952487409909614e-18,,,9.951747782091566e-18,,,3.565162902713353e-18,,,4.912864124073415e-18,,,6.260565345433477e-18,,,1.2992150754285231e-34,,,2.5204088251563634e-34,,,3.7416025748842043e-34,,,2.209464792141345e-34,,,4.0786786278152315e-34,,,5.947892463489118e-34,,,5.953227037727661e-23,,,7.952487409909614e-23,,,9.951747782091568e-23,,,2.209464792141346e-39,,,4.078678627815232e-39,,,5.947892463489118e-39,,
expon,100000,25,2.3959781713637365e-13,,,1.0890295858006306e-12,,,1.9384613544648877e-12,,,7.576748245554622e-11,,,3.443813930439757e-10,,,6.129953036324053e-10,,,6.454206703552098e-06,,,9.704239804498023e-06,,,1.2954272905443952e-05,,,2.977424426620506e-06,,,4.534919211763518e-06,,,6.09241399690653e-06,,,3.5273303149508416e-11,,,1.6206024301898772e-10,,,2.88847182888467e-10,,,7.576748245554622e-11,,,3.443813930439757e-10,,,6.129953036324053e-10,,,6.454206703552097e-11,,,9.704239804498023e-11,,,1.2954272905443951e-10,,,7.576748245554633e-16,,,3.443813930439758e-15,,,6.129953036324052e-15,,,5.765358491259879e-37,,,8.553704371574043e-37,,,1.1342050251888208e-36,,,1.8231664359773198e-34,,,2.7049188245913213e-34,,,3.586671213205322e-34,,,5.994297968246004e-18,,,7.44218732863858e-18,,,8.890076689031153e-18,,,2.808999528182661e-18,,,3.4602171709275926e-18,,,4.111434813672524e-18,,,8.313650622548041e-35,,,1.2684394197128863e-34,,,1.7055137771709687e-34,,,1.8231664359773198e-34,,,2.7049188245913213e-34,,,3.586671213205322e-34,,,5.994297968246002e-23,,,7.442187328638577e-23,,,8.890076689031154e-23,,,1.82316643597732e-39,,,2.7049188245913208e-39,,,3.5866712132053215e-39,,
expon,100000,30,-3.698942095584358e-12,,,5.530851894388207e-12,,,1.4760645884360768e-11,,,-1.1697081955122827e-09,,,1.749008938732379e-09,,,4.667726072977041e-09,,,1.969964598121937e-06,,,1.3327084353661984e-05,,,2.468420410920203e-05,,,3.5702837929010017e-07,,,5.874344262922058e-06,,,1.1391660146554015e-05,,,-5.819783868239527e-10,,,8.166106274617688e-10,,,2.21519964174749e-09,,,-1.1697081955122827e-09,,,1.749008938732379e-09,,,4.667726072977041e-09,,,1.9699645981219352e-11,,,1.3327084353661982e-10,,,2.4684204109202026e-10,,,-1.1697081955122823e-14,,,1.7490089387323787e-14,,,4.66772607297704e-14,,,3.5742002295119374e-37,,,8.28438988504247e-37,,,1.2994579540573003e-36,,,1.1302613538754298e-34,,,2.619754106159469e-34,,,4.109246858443509e-34,,,4.5729605118875525e-18,,,6.1687150794004684e-18,,,7.764469646913385e-18,,,1.875166058502709e-18,,,2.5459682971398643e-18,,,3.2167705357770186e-18,,,4.6695472350011526e-35,,,1.0892009691412759e-34,,,1.7114472147824363e-34,,,1.1302613538754298e-34,,,2.619754106159469e-34,,,4.109246858443509e-34,,,4.5729605118875533e-23,,,6.168715079400469e-23,,,7.764469646913384e-23,,,1.1302613538754294e-39,,,2.619754106159469e-39,,,4.1092468584435084e-39,,
expon,100000,50,-6.787821212894118e-12,,,8.762473627597096e-12,,,2.4312768468088312e-11,,,-2.146497538275212e-09,,,2.770937460036488e-09,,,7.688372458348188e-09,,,5.7887957181887015e-06,,,1.614833911826067e-05,,,2.650788251833264e-05,,,9.52733288105214e-07,,,4.196740901076715e-06,,,7.440748514048216e-06,,,-6.820171402843841e-10,,,8.000542575054488e-10,,,2.2821256552952816e-09,,,-2.146497538275212e-09,,,2.770937460036488e-09,,,7.688372458348188e-09,,,5.788795718188704e-11,,,1.6148339118260668e-10,,,2.650788251833264e-10,,,-2.1464975382752122e-14,,,2.7709374600364875e-14,,,7.688372458348187e-14,,,4.524025217180002e-37,,,5.2995676200296734e-37,,,6.075110022879343e-37,,,1.4306223878326723e-34,,,1.6758704293371542e-34,,,1.9211184708416363e-34,,,4.998323396617632e-18,,,5.723100080868085e-18,,,6.447876765118538e-18,,,1.1674713592519789e-18,,,1.378098181714616e-18,,,1.588725004177253e-18,,,3.3158324644875745e-35,,,4.031538436683693e-35,,,4.74724440887981e-35,,,1.4306223878326723e-34,,,1.6758704293371542e-34,,,1.9211184708416363e-34,,,4.9983233966176323e-23,,,5.723100080868085e-23,,,6.447876765118539e-23,,,1.4306223878326724e-39,,,1.6758704293371542e-39,,,1.9211184708416358e-39,,
expon,100000,100,2.59358052263498e-12,,,3.554296169503272e-12,,,4.515011816371564e-12,,,8.20162174657643e-10,,,1.1239671374442244e-09,,,1.4277721002308055e-09,,,1.4991411666244268e-05,,,1.7502262396427445e-05,,,2.001311312661062e-05,,,1.7637235123644424e-06,,,2.0340968412901804e-06,,,2.3044701702159186e-06,,,9.644762028492024e-11,,,1.307731245116574e-10,,,1.6509862873839455e-10,,,8.20162174657643e-10,,,1.1239671374442244e-09,,,1.4277721002308055e-09,,,1.4991411666244268e-10,,,1.7502262396427448e-10,,,2.0013113126610622e-10,,,8.201621746576428e-15,,,1.1239671374442242e-14,,,1.4277721002308056e-14,,,3.084495356510376e-37,,,3.8295016580697405e-37,,,4.574507959629105e-37,,,9.754030758785867e-35,,,1.2109947542891712e-34,,,1.4465864326997554e-34,,,4.148972284357751e-18,,,5.151330818614803e-18,,,6.153689352871856e-18,,,4.907690071554876e-19,,,5.960500128514653e-19,,,7.0133101854744315e-19,,,1.1564881070891569e-35,,,1.4016773144384264e-35,,,1.646866521787696e-35,,,9.754030758785867e-35,,,1.2109947542891712e-34,,,1.4465864326997554e-34,,,4.148972284357751e-23,,,5.1513308186148033e-23,,,6.153689352871856e-23,,,9.754030758785865e-40,,,1.210994754289171e-39,,,1.4465864326997556e-39,,
gamma,50,10,1.0237630857886845e-05,,,2.437571541373185e-05,,,3.851379996957686e-05,,,7.23909820289644e-05,,,0.0001723623366532,,,0.0002723336912775,,,0.0048030593049035,,,0.0070555782836256,,,0.0093080972623477,,,0.0034205789630063,,,0.0043592872395854,,,0.0052979955161645,,,5.3002285735229977e-05,,,9.969034685728714e-05,,,0.0001463784079793,,,7.23909820289644e-05,,,0.0001723623366532,,,0.0002723336912775,,,9.606118609807086e-05,,,0.0001411115656725,,,0.0001861619452469,,,1.447819640579288e-06,,,3.4472467330646483e-06,,,5.446673825550009e-06,,,1.390023170528284e-34,,,2.0509282143922656e-34,,,2.711833258256247e-34,,,9.82894809886975e-34,,,1.4502252481235888e-33,,,1.9175556863602026e-33,,,2.04337143699318e-17,,,2.55351295663786e-17,,,3.0636544762825403e-17,,,1.3268525937105069e-17,,,1.6362530395815597e-17,,,1.9456534854526125e-17,,,6.823176209501776e-34,,,9.043120420364697e-34,,,1.1263064631227614e-33,,,9.82894809886975e-34,,,1.4502252481235888e-33,,,1.9175556863602026e-33,,,4.08674287398636e-19,,,5.10702591327572e-19,,,6.12730895256508e-19,,,1.9657896197739493e-35,,,2.9004504962471774e-35,,,3.835111372720405e-35,,
gamma,50,15,1.0099624072376688e-05,,,1.6984471236335684e-05,,,2.386931840029468e-05,,,7.141512669012453e-05,,,0.0001200983478608,,,0.0001687815690314,,,0.0055543149664393,,,0.0076144140049164,,,0.0096745130433935,,,0.0022347363574221,,,0.0029934353904538,,,0.0037521344234854,,,2.903413583371097e-05,,,4.6960291584387086e-05,,,6.48864473350632e-05,,,7.141512669012453e-05,,,0.0001200983478608,,,0.0001687815690314,,,0.0001110862993287,,,0.0001522882800983,,,0.0001934902608678,,,1.4283025338024904e-06,,,2.4019669572161653e-06,,,3.3756313806298404e-06,,,6.821141711376356e-35,,,1.552041515052491e-34,,,2.421968858967346e-34,,,4.823275559548636e-34,,,1.09745907997666e-33,,,1.712590603998456e-33,,,1.4583733234801636e-17,,,2.2296979077888558e-17,,,3.0010224920975485e-17,,,6.0974492237676784e-18,,,8.563320702914883e-18,,,1.1029192182062087e-17,,,2.0091792815243708e-34,,,4.1079043619056275e-34,,,6.206629442286884e-34,,,4.823275559548636e-34,,,1.09745907997666e-33,,,1.712590603998456e-33,,,2.916746646960327e-19,,,4.459395815577712e-19,,,6.002044984195098e-19,,,9.646551119097273e-36,,,2.19491815995332e-35,,,3.425181207996912e-35,,
gamma,50,20,1.3333773588574711e-05,,,1.958732414291036e-05,,,2.5840874697246e-05,,,9.42840172328726e-05,,,0.0001385032972675,,,0.0001827225773021,,,0.0069234485542504,,,0.007704930958094,,,0.0084864133619375,,,0.0019426871784902,,,0.0022617469153024,,,0.0025808066521145,,,2.704499526460823e-05,,,4.087883095526118e-05,,,5.471266664591413e-05,,,9.42840172328726e-05,,,0.0001385032972675,,,0.0001827225773021,,,0.000138468971085,,,0.0001540986191618,,,0.0001697282672387,,,1.8856803446574529e-06,,,2.7700659453501782e-06,,,3.654451546042904e-06,,,7.191109115472738e-35,,,1.4104387218083596e-34,,,2.1017665320694463e-34,,,5.084882019803167e-34,,,9.973307846387777e-34,,,1.4861733672972385e-33,,,1.3646354532990246e-17,,,1.937686122666093e-17,,,2.5107367920331618e-17,,,4.150755317249359e-18,,,5.637437803651605e-18,,,7.124120290053852e-18,,,1.5710508996928083e-34,,,2.8699339962346437e-34,,,4.168817092776479e-34,,,5.084882019803167e-34,,,9.973307846387777e-34,,,1.4861733672972385e-33,,,2.7292709065980513e-19,,,3.8753722453321883e-19,,,5.021473584066325e-19,,,1.0169764039606336e-35,,,1.9946615692775548e-35,,,2.972346734594477e-35,,
gamma,50,25,1.072040524727391e-05,,,1.554544214899314e-05,,,2.037047905071237e-05,,,7.580471247415227e-05,,,0.0001099228756009,,,0.0001440410387277,,,0.0057639777739804,,,0.0074359623267238,,,0.0091079468794672,,,0.0016626173972163,,,0.0018805002811688,,,0.0020983831651212,,,2.07310690613745e-05,,,2.712122402055988e-05,,,3.351137897974526e-05,,,7.580471247415227e-05,,,0.0001099228756009,,,0.0001440410387277,,,0.0001152795554796,,,0.0001487192465344,,,0.0001821589375893,,,1.516094249483046e-06,,,2.1984575120192453e-06,,,2.8808207745554446e-06,,,1.0970808418106404e-34,,,1.617999874846913e-34,,,2.1389189078831856e-34,,,7.7575330275415e-34,,,1.1440986834632377e-33,,,1.5124440641723249e-33,,,1.6125244693612682e-17,,,2.0788926136106056e-17,,,2.5452607578599427e-17,,,4.260301194769301e-18,,,5.470644926234909e-18,,,6.680988657700518e-18,,,1.947874295131988e-34,,,3.0160222990623637e-34,,,4.0841703029927396e-34,,,7.7575330275415e-34,,,1.1440986834632377e-33,,,1.5124440641723249e-33,,,3.2250489387225363e-19,,,4.1577852272212123e-19,,,5.090521515719887e-19,,,1.5515066055082998e-35,,,2.288197366926475e-35,,,3.02488812834465e-35,,
gamma,50,30,1.0243364744377756e-05,,,1.2126747561902644e-05,,,1.4010130379427537e-05,,,7.243152672916716e-05,,,8.574905434758792e-05,,,9.906658196600868e-05,,,0.0067053356761711,,,0.0072925934839732,,,0.0078798512917752,,,0.0012029669962739,,,0.0014151303159345,,,0.001627293635595,,,1.3313139325682928e-05,,,1.6591417759072338e-05,,,1.986969619246175e-05,,,7.243152672916716e-05,,,8.574905434758792e-05,,,9.906658196600868e-05,,,0.0001341067135234,,,0.0001458518696794,,,0.0001575970258355,,,1.4486305345833431e-06,,,1.7149810869517585e-06,,,1.981331639320173e-06,,,1.1849052802363784e-34,,,1.803187162377087e-34,,,2.4214690445177962e-34,,,8.378545587188892e-34,,,1.2750458702653662e-33,,,1.7122371818118434e-33,,,1.8628167139524038e-17,,,2.125614499230248e-17,,,2.3884122845080916e-17,,,3.5457475486007145e-18,,,4.083918718432773e-18,,,4.6220898882648336e-18,,,1.6904581062348487e-34,,,2.402534690617231e-34,,,3.114611274999613e-34,,,8.378545587188892e-34,,,1.2750458702653662e-33,,,1.7122371818118434e-33,,,3.7256334279048083e-19,,,4.251228998460496e-19,,,4.776824569016182e-19,,,1.6757091174377777e-35,,,2.550091740530732e-35,,,3.424474363623686e-35,,
gamma,50,50,1.0174633076464006e-05,,,1.256641831069329e-05,,,1.4958203544922577e-05,,,7.194552044452645e-05,,,8.885799602718027e-05,,,0.0001057704716098,,,0.0063537243146291,,,0.0069761315280731,,,0.0075985387415171,,,0.0007528617034869,,,0.0008825927932686,,,0.0010123238830503,,,8.497793032375293e-06,,,1.1309887546136262e-05,,,1.4121982059897232e-05,,,7.194552044452645e-05,,,8.885799602718027e-05,,,0.0001057704716098,,,0.0001270744862925,,,0.0001395226305614,,,0.0001519707748303,,,1.4389104088905289e-06,,,1.7771599205436052e-06,,,2.115409432196681e-06,,,1.0695852243791144e-34,,,2.2367850723332914e-34,,,3.403984920287468e-34,,,7.563109652154069e-34,,,1.5816458927037126e-33,,,2.406980820192018e-33,,,1.3787207781944086e-17,,,1.8852974736915937e-17,,,2.391874169188779e-17,,,1.8040426261419547e-18,,,2.3054812713572786e-18,,,2.8069199165726024e-18,,,1.0740543244705923e-34,,,1.8512536347540215e-34,,,2.628452945037451e-34,,,7.563109652154069e-34,,,1.5816458927037126e-33,,,2.406980820192018e-33,,,2.757441556388817e-19,,,3.7705949473831874e-19,,,4.783748338377557e-19,,,1.512621930430814e-35,,,3.1632917854074245e-35,,,4.8139616403840356e-35,,
gamma,50,100,7.371401108234923e-06,,,8.172057850063324e-06,,,8.972714591891726e-06,,,5.212367710478945e-05,,,5.778517522028534e-05,,,6.344667333578123e-05,,,0.0050862943217496,,,0.0055411408880837,,,0.0059959874544178,,,0.0003269976353305,,,0.000383713781889,,,0.0004404299284474,,,3.077267875477169e-06,,,4.148083673088479e-06,,,5.218899470699789e-06,,,5.212367710478945e-05,,,5.778517522028534e-05,,,6.344667333578123e-05,,,0.0001017258864349,,,0.0001108228177616,,,0.0001199197490883,,,1.0424735420957892e-06,,,1.155703504405707e-06,,,1.2689334667156248e-06,,,6.985926299624263e-35,,,2.2995828328154714e-34,,,3.9005730356685175e-34,,,4.939795859333763e-34,,,1.626050614983991e-33,,,2.758121644034605e-33,,,6.969308882715708e-18,,,1.4929030234256402e-17,,,2.2888751585797094e-17,,,5.7587895089153135e-19,,,1.035887066445138e-18,,,1.4958951819987442e-18,,,5.139678388478052e-35,,,1.071395374455536e-34,,,1.6288229100632671e-34,,,4.939795859333763e-34,,,1.626050614983991e-33,,,2.758121644034605e-33,,,1.3938617765431413e-19,,,2.9858060468512803e-19,,,4.577750317159421e-19,,,9.879591718667532e-36,,,3.2521012299679817e-35,,,5.51624328806921e-35,,
gamma,100,10,1.592040605061241e-06,,,7.942486793485868e-06,,,1.4292932981910494e-05,,,1.5920406050612374e-05,,,7.942486793485864e-05,,,0.0001429293298191,,,0.002688582820255,,,0.0046685981827582,,,0.0066486135452615,,,0.002174183717928,,,0.0031391738891295,,,0.0041041640603311,,,1.9373237239542622e-05,,,4.730756062512933e-05,,,7.524188401071604e-05,,,1.5920406050612374e-05,,,7.942486793485864e-05,,,0.0001429293298191,,,2.688582820255086e-05,,,4.6685981827583e-05,,,6.648613545261513e-05,,,1.59204060506124e-07,,,7.942486793485868e-07,,,1.4292932981910496e-06,,,5.046625482304937e-35,,,7.99922965339086e-35,,,1.0951833824476782e-34,,,5.046625482304938e-34,,,7.99922965339086e-34,,,1.0951833824476781e-33,,,1.4555058342182413e-17,,,1.935951399190117e-17,,,2.4163969641619922e-17,,,1.0721626061055724e-17,,,1.3995496432534405e-17,,,1.7269366804013086e-17,,,3.9905132696977694e-34,,,5.703204124410509e-34,,,7.4158949791232495e-34,,,5.046625482304938e-34,,,7.99922965339086e-34,,,1.0951833824476781e-33,,,1.4555058342182417e-19,,,1.9359513991901168e-19,,,2.4163969641619924e-19,,,5.046625482304937e-36,,,7.99922965339086e-36,,,1.0951833824476782e-35,,
gamma,100,15,2.1996447120838152e-06,,,5.38606856136484e-06,,,8.572492410645863e-06,,,2.1996447120838147e-05,,,5.386068561364839e-05,,,8.572492410645864e-05,,,0.0029922948275387,,,0.0044787474979547,,,0.0059652001683707,,,0.0014403398607624,,,0.0020223149673579,,,0.0026042900739534,,,1.0902942776121877e-05,,,2.3601885312688824e-05,,,3.630082784925577e-05,,,2.1996447120838147e-05,,,5.386068561364839e-05,,,8.572492410645864e-05,,,2.992294827538726e-05,,,4.478747497954761e-05,,,5.9652001683707966e-05,,,2.1996447120838155e-07,,,5.38606856136484e-07,,,8.572492410645865e-07,,,6.634189376012933e-35,,,8.771607808171158e-35,,,1.090902624032938e-34,,,6.6341893760129345e-34,,,8.771607808171158e-34,,,1.0909026240329381e-33,,,1.746066184083416e-17,,,1.9671764217576992e-17,,,2.1882866594319825e-17,,,7.844248430318442e-18,,,9.171500509987914e-18,,,1.0498752589657386e-17,,,3.005683961234882e-34,,,4.093143363407457e-34,,,5.1806027655800324e-34,,,6.6341893760129345e-34,,,8.771607808171158e-34,,,1.0909026240329381e-33,,,1.7460661840834165e-19,,,1.9671764217576997e-19,,,2.188286659431983e-19,,,6.634189376012934e-36,,,8.771607808171156e-36,,,1.090902624032938e-35,,
gamma,100,20,3.260504663709665e-06,,,5.694127716431342e-06,,,8.127750769153018e-06,,,3.260504663709664e-05,,,5.694127716431341e-05,,,8.127750769153017e-05,,,0.0035492733880007,,,0.0048965788077269,,,0.006243884227453,,,0.0012665094247058,,,0.0017767718711632,,,0.0022870343176206,,,1.1366356209168554e-05,,,2.049968221210077e-05,,,2.963300821503299e-05,,,3.260504663709664e-05,,,5.694127716431341e-05,,,8.127750769153017e-05,,,3.54927338800077e-05,,,4.896578807726925e-05,,,6.243884227453079e-05,,,3.2605046637096653e-07,,,5.694127716431342e-07,,,8.127750769153018e-07,,,4.823426285043717e-35,,,6.78243313305808e-35,,,8.741439981072443e-35,,,4.823426285043717e-34,,,6.782433133058079e-34,,,8.741439981072443e-34,,,1.3693448039808765e-17,,,1.6384463230600943e-17,,,1.9075478421393122e-17,,,4.9107663420445185e-18,,,5.9910820873099894e-18,,,7.071397832575459e-18,,,1.736490821578816e-34,,,2.4677381324255246e-34,,,3.1989854432722324e-34,,,4.823426285043717e-34,,,6.782433133058079e-34,,,8.741439981072443e-34,,,1.3693448039808766e-19,,,1.6384463230600944e-19,,,1.907547842139312e-19,,,4.823426285043717e-36,,,6.782433133058079e-36,,,8.741439981072444e-36,,
gamma,100,25,2.7892303335082025e-06,,,4.9213866879195564e-06,,,7.053543042330911e-06,,,2.7892303335082025e-05,,,4.921386687919557e-05,,,7.053543042330911e-05,,,0.0038840055272454,,,0.0047306815913302,,,0.0055773576554149,,,0.0009921558429802,,,0.0013689183990866,,,0.0017456809551931,,,7.148901197886819e-06,,,1.4620715235703592e-05,,,2.2092529273520364e-05,,,2.7892303335082025e-05,,,4.921386687919557e-05,,,7.053543042330911e-05,,,3.884005527245466e-05,,,4.730681591330218e-05,,,5.577357655414971e-05,,,2.789230333508202e-07,,,4.921386687919556e-07,,,7.05354304233091e-07,,,4.276143360949665e-35,,,7.651719669050488e-35,,,1.102729597715131e-34,,,4.276143360949666e-34,,,7.6517196690504895e-34,,,1.1027295977151313e-33,,,1.1159666330898928e-17,,,1.6611712005953906e-17,,,2.206375768100888e-17,,,3.364330037244982e-18,,,4.497658928542779e-18,,,5.6309878198405774e-18,,,1.305881901106177e-34,,,2.032041090280357e-34,,,2.758200279454537e-34,,,4.276143360949666e-34,,,7.6517196690504895e-34,,,1.1027295977151313e-33,,,1.115966633089893e-19,,,1.6611712005953904e-19,,,2.206375768100888e-19,,,4.2761433609496656e-36,,,7.651719669050488e-36,,,1.1027295977151312e-35,,
gamma,100,30,1.9685479696460872e-06,,,3.272660773958344e-06,,,4.5767735782706e-06,,,1.968547969646087e-05,,,3.2726607739583435e-05,,,4.5767735782706e-05,,,0.0033416337889467,,,0.0041621114452205,,,0.0049825891014943,,,0.0008379514351007,,,0.0009737669413704,,,0.0011095824476402,,,4.95808672374574e-06,,,7.488223788029786e-06,,,1.0018360852313831e-05,,,1.968547969646087e-05,,,3.2726607739583435e-05,,,4.5767735782706e-05,,,3.3416337889467226e-05,,,4.1621114452205255e-05,,,4.982589101494328e-05,,,1.9685479696460877e-07,,,3.272660773958344e-07,,,4.5767735782706e-07,,,4.5615639324655025e-35,,,8.35622885506139e-35,,,1.2150893777657275e-34,,,4.5615639324655005e-34,,,8.356228855061388e-34,,,1.2150893777657277e-33,,,1.2846223999229416e-17,,,1.6716951896829828e-17,,,2.058767979443025e-17,,,3.130692509484541e-18,,,3.916612820259209e-18,,,4.702533131033877e-18,,,1.0980685784628221e-34,,,1.9283801387438317e-34,,,2.758691699024841e-34,,,4.5615639324655005e-34,,,8.356228855061388e-34,,,1.2150893777657277e-33,,,1.2846223999229417e-19,,,1.6716951896829832e-19,,,2.0587679794430244e-19,,,4.561563932465502e-36,,,8.35622885506139e-36,,,1.2150893777657278e-35,,
