Distribution,Sample Size,Bin Count,HDEM_MSE,HDEM_MAE,HDEM_Normalized MSE,HDEM_Normalized MAE,HDEM_IMSE,HDEM_MISE,HDEM_MIAE,HDEM_AMISE,Hist_MSE,Hist_MAE,Hist_Normalized MSE,Hist_Normalized MAE,Hist_IMSE,Hist_MISE,Hist_MIAE,Hist_AMISE
binom,5000,25,0.001238445426375583,0.026127733198919173,2.476890852751166e-07,5.225546639783835e-06,0.001238445426375583,0.0004953781705502332,0.01045109327956767,1.75142631823928e-05,7.89723247876775e-33,3.779095092415474e-17,1.5794464957535502e-36,7.558190184830948e-21,7.89723247876775e-33,3.1588929915071e-33,1.5116380369661898e-17,1.1168373276686648e-34
binom,5000,30,0.0010634723947500731,0.023507388326004137,2.1269447895001463e-07,4.701477665200828e-06,0.0010634723947500731,0.00035449079825002435,0.007835796108668046,1.5039770838649472e-05,5.03533192792434e-34,7.509907048082927e-18,1.007066385584868e-37,1.5019814096165855e-21,5.03533192792434e-34,1.67844397597478e-34,2.5033023493609758e-18,7.121034703520866e-36
binom,5000,50,0.0008564550171300416,0.01764621376734204,1.7129100342600832e-07,3.5292427534684084e-06,0.0008564550171300416,0.00017129100342600835,0.0035292427534684085,1.2112103007877862e-05,9.030965894021778e-34,7.604051936727086e-18,1.8061931788043557e-37,1.5208103873454172e-21,9.030965894021778e-34,1.8061931788043556e-34,1.5208103873454172e-18,1.2771714448654462e-35
binom,5000,100,0.0005521795410957963,0.010485278650830019,1.1043590821915926e-07,2.097055730166004e-06,0.0005521795410957963,5.521795410957963e-05,0.001048527865083002,7.80899795882627e-06,5.501457155830098e-33,1.9695887715914794e-17,1.1002914311660197e-36,3.939177543182959e-21,5.501457155830098e-33,5.5014571558300985e-34,1.9695887715914797e-18,7.780235322589439e-35
binom,10000,10,3.1158549982696404e-05,0.003857340237126642,3.1158549982696404e-09,3.857340237126642e-07,3.1158549982696404e-05,3.1158549982696404e-05,0.003857340237126642,3.1158549982696407e-07,2.79862870538121e-34,1.2847795743953228e-17,2.79862870538121e-38,1.2847795743953227e-21,2.79862870538121e-34,2.79862870538121e-34,1.2847795743953228e-17,2.7986287053812102e-36
binom,10000,15,0.0009561522386732286,0.02316427418519014,9.561522386732286e-08,2.316427418519014e-06,0.0009561522386732286,0.0006374348257821524,0.015442849456793426,9.561522386732286e-06,4.657998241310386e-33,3.587986389478696e-17,4.6579982413103856e-37,3.587986389478696e-21,4.657998241310386e-33,3.10533216087359e-33,2.3919909263191305e-17,4.657998241310386e-35
binom,10000,20,0.0015331695510786398,0.02989761793315871,1.5331695510786397e-07,2.9897617933158712e-06,0.0015331695510786398,0.0007665847755393199,0.014948808966579356,1.5331695510786397e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binom,10000,25,0.0012391543633231202,0.02606563813586655,1.2391543633231202e-07,2.606563813586655e-06,0.0012391543633231202,0.0004956617453292481,0.01042625525434662,1.2391543633231202e-05,8.310449776132646e-33,3.8502187549305234e-17,8.310449776132647e-37,3.8502187549305236e-21,8.310449776132646e-33,3.324179910453058e-33,1.5400875019722094e-17,8.310449776132646e-35
binom,10000,30,0.0010658861456879346,0.02348033447551946,1.0658861456879347e-07,2.348033447551946e-06,0.0010658861456879346,0.0003552953818959782,0.007826778158506485,1.0658861456879347e-05,5.7421214162432565e-34,8.670003372642417e-18,5.742121416243257e-38,8.670003372642418e-22,5.7421214162432565e-34,1.9140404720810854e-34,2.890001124214139e-18,5.7421214162432564e-36
binom,10000,50,0.0008588910343595607,0.017630088101954315,8.588910343595608e-08,1.7630088101954316e-06,0.0008588910343595607,0.00017177820687191216,0.003526017620390863,8.588910343595607e-06,7.941501125821978e-34,6.836978899693591e-18,7.941501125821978e-38,6.836978899693591e-22,7.941501125821978e-34,1.5883002251643958e-34,1.3673957799387184e-18,7.941501125821978e-36
binom,10000,100,0.0005537496752826362,0.010480862560938964,5.537496752826362e-08,1.0480862560938964e-06,0.0005537496752826362,5.5374967528263625e-05,0.0010480862560938965,5.537496752826362e-06,5.053164804156634e-33,1.9014737701050776e-17,5.053164804156634e-37,1.9014737701050775e-21,5.053164804156634e-33,5.053164804156634e-34,1.9014737701050777e-18,5.053164804156634e-35
binom,50000,10,2.6045857021898085e-05,0.0033751963171789216,5.209171404379617e-10,6.750392634357843e-08,2.6045857021898085e-05,2.6045857021898085e-05,0.0033751963171789216,1.164806136664087e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binom,50000,15,0.0009580196007180516,0.02322257861855865,1.9160392014361033e-08,4.64451572371173e-07,0.0009580196007180516,0.0006386797338120344,0.0154817190790391,4.2843939019655394e-06,5.838501765392977e-33,4.145989107584569e-17,1.1677003530785953e-37,8.291978215169137e-22,5.838501765392977e-33,3.892334510261984e-33,2.7639927383897124e-17,2.6110573668342454e-35
binom,50000,20,0.001534246367679004,0.02984338863435912,3.068492735358008e-08,5.968677726871824e-07,0.001534246367679004,0.000767123183839502,0.01492169431717956,6.861358344724778e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binom,50000,25,0.0012396192572513497,0.026038943836834947,2.4792385145026994e-08,5.207788767366989e-07,0.0012396192572513497,0.00049584770290054,0.01041557753473398,5.543745850863634e-06,9.119314491899567e-33,4.1282081919558066e-17,1.8238628983799133e-37,8.256416383911613e-22,9.119314491899567e-33,3.6477257967598266e-33,1.6512832767823227e-17,4.0782814224172774e-35
binom,50000,30,0.0010657886245209402,0.023454960152872437,2.1315772490418802e-08,4.6909920305744874e-07,0.0010657886245209402,0.0003552628748403134,0.007818320050957478,4.766351628149643e-06,7.052746679321571e-34,1.1810575665608762e-17,1.4105493358643144e-38,2.3621151331217525e-22,7.052746679321571e-34,2.350915559773857e-34,3.9368585552029204e-18,3.154084200609789e-36
binom,50000,50,0.000859295966593406,0.01762082747480398,1.7185919331868117e-08,3.5241654949607957e-07,0.000859295966593406,0.0001718591933186812,0.003524165494960796,3.8428883881884884e-06,8.566149419894135e-34,8.714817062438484e-18,1.713229883978827e-38,1.7429634124876967e-22,8.566149419894135e-34,1.7132298839788272e-34,1.742963412487697e-18,3.8308984816607354e-36
binom,50000,100,0.000554083701956938,0.010482430159477925,1.108167403913876e-08,2.096486031895585e-07,0.000554083701956938,5.5408370195693804e-05,0.0010482430159477925,2.4779376456008933e-06,5.244601699901324e-33,1.9302051276759436e-17,1.0489203399802648e-37,3.8604102553518872e-22,5.244601699901324e-33,5.2446016999013245e-34,1.9302051276759436e-18,2.3454571831780626e-35
binom,100000,10,2.7878162354333143e-05,0.003443211787351741,2.787816235433314e-10,3.443211787351741e-08,2.7878162354333143e-05,2.7878162354333143e-05,0.003443211787351741,8.81584900196548e-08,1.0887569736638125e-33,2.3960868011929648e-17,1.0887569736638125e-38,2.396086801192965e-22,1.0887569736638125e-33,1.0887569736638125e-33,2.3960868011929648e-17,3.4429518551696065e-36
binom,100000,15,0.0009516856077824465,0.023160402981862442,9.516856077824465e-09,2.3160402981862443e-07,0.0009516856077824465,0.0006344570718549643,0.01544026865457496,3.0094941369941965e-06,4.5031213749492454e-33,3.6805049748641254e-17,4.5031213749492453e-38,3.6805049748641255e-22,4.5031213749492454e-33,3.00208091663283e-33,2.45366998324275e-17,1.4240120125028714e-35
binom,100000,20,0.0015267272816920962,0.029844923668823603,1.526727281692096e-08,2.9844923668823604e-07,0.0015267272816920962,0.0007633636408460481,0.014922461834411802,4.827935576064511e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binom,100000,25,0.0012345515575538277,0.026040792249047776,1.2345515575538277e-08,2.6040792249047773e-07,0.0012345515575538277,0.0004938206230215311,0.01041631689961911,3.903994810778546e-06,8.464526052474586e-33,3.9621084191310274e-17,8.464526052474586e-38,3.9621084191310273e-22,8.464526052474586e-33,3.3858104209898346e-33,1.584843367652411e-17,2.676718163965362e-35
binom,100000,30,0.0010613932885854085,0.02345251217324039,1.0613932885854085e-08,2.3452512173240388e-07,0.0010613932885854085,0.0003537977628618028,0.007817504057746796,3.3564202851462868e-06,4.6347704729381375e-34,6.129356281784718e-18,4.634770472938138e-39,6.129356281784718e-23,4.6347704729381375e-34,1.544923490979379e-34,2.043118760594906e-18,1.4656431126580306e-36
binom,100000,50,0.0008553761399225081,0.01761678529713857,8.55376139922508e-09,1.761678529713857e-07,0.0008553761399225081,0.00017107522798450164,0.003523357059427714,2.704936858318009e-06,8.936484213143292e-34,6.87817858224804e-18,8.936484213143293e-39,6.87817858224804e-23,8.936484213143292e-34,1.7872968426286585e-34,1.375635716449608e-18,2.825964438767043e-36
binom,100000,100,0.0005516450786503679,0.010481007036157373,5.516450786503679e-09,1.0481007036157372e-07,0.0005516450786503679,5.51645078650368e-05,0.0010481007036157372,1.744454908557887e-06,5.550090464836806e-33,1.9756331987030862e-17,5.550090464836806e-38,1.9756331987030861e-22,5.550090464836806e-33,5.550090464836807e-34,1.9756331987030863e-18,1.7550927088866965e-35
combined,50,10,0.00011990701350196969,0.006677796327212031,2.3981402700393935e-06,0.0001335559265442406,0.00011990701350196969,3.1251927862917145e-05,0.0017404654073704812,1.6957412471813934e-05,4.86297310957777e-34,1.3183898417423733e-17,9.72594621915554e-36,2.6367796834847467e-19,4.86297310957777e-34,1.2674595120103951e-34,3.4361813396894075e-18,6.877282525020546e-35
combined,50,15,4.806933356120479e-05,0.004108097280876003,9.613866712240958e-07,8.216194561752005e-05,4.806933356120479e-05,8.3523573864932e-06,0.0007138084538798278,6.7980303456492e-06,6.877174843082755e-34,1.9660199394403815e-17,1.375434968616551e-35,3.932039878880763e-19,6.877174843082755e-34,1.1949535773299326e-34,3.416086711971926e-18,9.725793933898693e-35
combined,50,20,0.00015796758166269605,0.0095865539408554,3.159351633253921e-06,0.000191731078817108,0.00015796758166269605,2.058591621382078e-05,0.0012492942800575032,2.2339989640266417e-05,5.729641584552027e-34,1.700029006457271e-17,1.1459283169104054e-35,3.400058012914542e-19,5.729641584552027e-34,7.466716927189952e-35,2.2154327058523813e-18,8.102936836410346e-35
combined,50,25,9.038544867110572e-05,0.007303033395467365,1.8077089734221143e-06,0.0001460606679093473,9.038544867110572e-05,9.423033529828998e-06,0.0007613695519215708,1.2782432735185495e-05,4.463342646117419e-34,1.124100812432971e-17,8.926685292234837e-36,2.2482016248659424e-19,4.463342646117419e-34,4.6532077926084614e-35,1.1719186884835456e-18,6.312119703657472e-35
combined,50,30,6.293326161429565e-05,0.0063517586867009625,1.258665232285913e-06,0.00012703517373401926,6.293326161429565e-05,5.467530476899509e-06,0.000551829562152551,8.9001072099311e-06,4.63025657463098e-34,1.2490009027033011e-17,9.26051314926196e-36,2.4980018054066025e-19,4.63025657463098e-34,4.022685029867977e-35,1.0851098967440236e-18,6.548171645110322e-35
combined,50,50,9.879286503965884e-05,0.007092264513077089,1.9758573007931766e-06,0.00014184529026154178,9.879286503965884e-05,5.149769644691568e-06,0.0003696980392957105,1.3971420960478033e-05,1.196965460436667e-33,1.484923295436147e-17,2.393930920873334e-35,2.969846590872294e-19,1.196965460436667e-33,6.239414548233352e-35,7.740450596774035e-19,1.6927647878416909e-34
combined,50,100,5.8216363681875515e-05,0.005218132769365436,1.1643272736375102e-06,0.00010436265538730873,5.8216363681875515e-05,1.5173204177897709e-06,0.0001360026441527992,8.233037107095283e-06,1.248002603962929e-33,1.4432899320127036e-17,2.496005207925858e-35,2.886579864025407e-19,1.248002603962929e-33,3.2527277773573715e-35,3.761714308712615e-19,1.7649422084013124e-34
combined,100,10,5.797042664974136e-05,0.003999999999999977,5.797042664974136e-07,3.9999999999999766e-05,5.797042664974136e-05,1.6013660013023463e-05,0.0011049537454521953,5.7970426649741365e-06,9.340760230278093e-34,2.3592239273284576e-17,9.340760230278093e-36,2.359223927328458e-19,9.340760230278093e-34,2.5802770004541877e-34,6.517083287155081e-18,9.340760230278094e-35
combined,100,15,0.0003407442646296433,0.011841055510963979,3.4074426462964332e-06,0.00011841055510963979,0.0003407442646296433,6.275110857398011e-05,0.002180636439491181,3.4074426462964334e-05,1.1336906370554448e-33,2.2782701651162066e-17,1.1336906370554449e-35,2.2782701651162066e-19,1.1336906370554448e-33,2.087792859330844e-34,4.1956385868285986e-18,1.1336906370554447e-34
combined,100,20,0.00011948063231668758,0.006816077226221809,1.1948063231668758e-06,6.81607722622181e-05,0.00011948063231668758,1.6502571523415164e-05,0.0009414312575506553,1.1948063231668758e-05,4.091096499053823e-34,1.448494102440634e-17,4.0910964990538235e-36,1.4484941024406338e-19,4.091096499053823e-34,5.65059049954489e-35,2.0006487296965045e-18,4.0910964990538233e-35
combined,100,25,6.781545669268893e-05,0.005775980941630537,6.781545669268893e-07,5.7759809416305364e-05,6.781545669268893e-05,7.4932942872138225e-06,0.0006382191775115198,6.781545669268893e-06,2.1702823060813665e-34,8.396061623727746e-18,2.1702823060813666e-36,8.396061623727746e-20,2.1702823060813665e-34,2.398061562793248e-35,9.27725973818547e-19,2.1702823060813666e-35
combined,100,30,0.00012589093121154413,0.00695807896088852,1.2589093121154413e-06,6.95807896088852e-05,0.00012589093121154413,1.15919713300551e-05,0.0006406962840821613,1.2589093121154413e-05,9.792150060993852e-34,1.9660199394403815e-17,9.792150060993851e-36,1.9660199394403815e-19,9.792150060993852e-34,9.01656073827097e-35,1.8103009130986337e-18,9.792150060993852e-35
combined,100,50,5.444819277892059e-05,0.005167414636478434,5.444819277892059e-07,5.167414636478434e-05,5.444819277892059e-05,3.008136727208592e-06,0.0002854877078440687,5.444819277892059e-06,5.742882352919689e-34,1.3322676295501878e-17,5.742882352919689e-36,1.3322676295501877e-19,5.742882352919689e-34,3.1728096827749826e-35,7.360470536081034e-19,5.742882352919689e-35
combined,100,100,2.6763863449962985e-05,0.0035396745050965445,2.6763863449962985e-07,3.5396745050965446e-05,2.6763863449962985e-05,7.393207790451973e-07,9.77794150522024e-05,2.6763863449962987e-06,8.332957201566711e-34,1.392982951209376e-17,8.332957201566712e-36,1.392982951209376e-19,8.332957201566711e-34,2.3018830676410094e-35,3.8479543232246545e-19,8.332957201566711e-35
combined,500,10,2.0115208112441957e-06,0.000799999999999999,4.023041622488391e-09,1.5999999999999978e-06,2.0115208112441957e-06,7.186269722331519e-07,0.00028580443939375604,8.995794544195089e-08,6.410675991644427e-34,1.3660947373317356e-17,1.2821351983288855e-36,2.732189474663471e-20,6.410675991644427e-34,2.2902495724086865e-34,4.88044925702322e-18,2.8669414598085626e-35
combined,500,15,1.8745621773869974e-06,0.0007007271636054105,3.7491243547739944e-09,1.401454327210821e-06,1.8745621773869974e-06,4.4646516018069184e-07,0.0001668924451351845,8.38329691337469e-08,5.073120152988774e-34,1.3588667228484988e-17,1.0146240305977547e-36,2.7177334456969976e-20,5.073120152988774e-34,1.208266884418437e-34,3.2364178494545518e-18,2.2687683040214063e-35
combined,500,20,1.2350387366576406e-06,0.0005472120440526169,2.470077473315281e-09,1.0944240881052337e-06,1.2350387366576406e-06,2.2061222110000635e-07,9.774726967498107e-05,5.523261140023891e-08,2.3116801705530776e-34,9.367506770274759e-18,4.623360341106155e-37,1.8735013540549518e-20,2.3116801705530776e-34,4.12930284501616e-35,1.6732968881222472e-18,1.0338148007189978e-35
combined,500,25,1.280633812214099e-05,0.00170930979077914,2.5612676244281978e-08,3.4186195815582802e-06,1.280633812214099e-05,1.8300541438426985e-06,0.0002442641632519456,5.727168516790851e-07,2.509501763864259e-34,9.80118763926896e-18,5.019003527728517e-37,1.9602375278537922e-20,2.509501763864259e-34,3.5861337238943374e-35,1.4006114693171402e-18,1.1222833067312216e-35
combined,500,30,2.1587459653848717e-05,0.0021082844084407914,4.3174919307697435e-08,4.2165688168815825e-06,2.1587459653848717e-05,2.5707465851264867e-06,0.0002510654347654241,9.654205449507963e-07,2.364906554758311e-34,1.0234868508263162e-17,4.729813109516622e-37,2.0469737016526326e-20,2.364906554758311e-34,2.8162533004221627e-35,1.2188211901137355e-18,1.0576183633748824e-35
combined,500,50,1.1224912216344376e-05,0.0019640265833909378,2.244982443268875e-08,3.928053166781875e-06,1.1224912216344376e-05,8.020324358091081e-07,0.00014033187915512044,5.01993335144277e-07,4.397778273205956e-34,1.289766904388756e-17,8.79555654641191e-37,2.579533808777512e-20,4.397778273205956e-34,3.142261384879176e-35,9.215527676436227e-19,1.9667462337720316e-35
combined,500,100,4.214543658654961e-06,0.0013586384598570703,8.429087317309923e-09,2.7172769197141407e-06,4.214543658654961e-06,1.5056691095779904e-07,4.853811291978083e-05,1.8848012229786326e-07,3.94426314870391e-34,1.2641797331180981e-17,7.88852629740782e-37,2.5283594662361962e-20,3.94426314870391e-34,1.409109897545967e-35,4.516352248959584e-19,1.763928104329861e-35
combined,1000,10,5.45100343398286e-07,0.0003999999999999986,5.451003433982859e-10,3.999999999999986e-07,5.45100343398286e-07,2.1708113561000494e-07,0.00015929627507234241,1.7237586384785117e-08,1.8456671901130901e-34,7.611099250848241e-18,1.84566719011309e-37,7.611099250848241e-21,1.8456671901130901e-34,7.350197710206328e-35,3.0310493996650623e-18,5.83651212340037e-36
combined,1000,15,1.3401127913988843e-06,0.0006990613750109391,1.3401127913988843e-09,6.990613750109392e-07,1.3401127913988843e-06,3.557916264110701e-07,0.00018559645514365478,4.237808742346579e-08,6.266419324911516e-34,1.610401626865136e-17,6.266419324911517e-37,1.6104016268651358e-20,6.266419324911516e-34,1.6636954274995846e-34,4.2755163421676226e-18,1.9816157840415105e-35
combined,1000,20,2.401145018735175e-06,0.0008318847730681719,2.401145018735175e-09,8.318847730681719e-07,2.401145018735175e-06,4.781168217412806e-07,0.0001656451820489514,7.593087251570829e-08,2.4418309050761213e-34,8.673617379884035e-18,2.4418309050761214e-37,8.673617379884036e-21,2.4418309050761213e-34,4.862182094189425e-35,1.7270936750228276e-18,7.721747321030954e-36
combined,1000,25,1.679157991511557e-05,0.002150860335081277,1.679157991511557e-08,2.150860335081277e-06,1.679157991511557e-05,2.6748361330574795e-06,0.0003426240395792989,5.309963804450203e-07,1.7889707465842294e-34,6.800116025829084e-18,1.7889707465842293e-37,6.800116025829084e-21,1.7889707465842294e-34,2.8497637614425617e-35,1.0832331529743175e-18,5.6572222266180555e-36
combined,1000,30,2.5866010329364415e-05,0.0022875132705045464,2.5866010329364415e-08,2.2875132705045464e-06,2.5866010329364415e-05,3.4336325803754157e-06,0.0003036602859749393,8.179550662223363e-07,3.059968527770524e-34,1.1326298695231903e-17,3.059968527770524e-37,1.1326298695231903e-20,3.059968527770524e-34,4.0620132359370483e-35,1.503530993755984e-18,9.676470116187053e-36
combined,1000,50,2.0078695106463728e-05,0.0017909342766643218,2.007869510646373e-08,1.7909342766643217e-06,2.0078695106463728e-05,1.5992306693864764e-06,0.00014264457958600371,6.34944089805024e-07,1.3994401305861432e-34,5.5424415057458984e-18,1.3994401305861432e-37,5.5424415057458985e-21,1.3994401305861432e-34,1.1146279999456293e-35,4.414451433358348e-19,4.4254182616956806e-36
combined,1000,100,7.02602069466591e-06,0.0011932487487370637,7.0260206946659104e-09,1.1932487487370638e-06,7.02602069466591e-06,2.7980473131036877e-07,4.7520020227137096e-05,2.2218228282622726e-07,7.739501825587974e-35,3.3501847129802085e-18,7.739501825587974e-38,3.3501847129802084e-21,7.739501825587974e-35,3.082184529329406e-36,1.3341798639551343e-19,2.4474453723889238e-36
combined,5000,10,6.50072420687821e-08,0.00013625112265889698,1.300144841375642e-11,2.7250224531779395e-08,6.50072420687821e-08,2.5484651221249344e-08,5.341423861347186e-05,9.193412338614246e-10,7.352599614958326e-35,5.366800753803247e-18,1.4705199229916652e-38,1.0733601507606495e-21,7.352599614958326e-35,2.882424031440158e-35,2.103935515982984e-18,1.0398146094173261e-36
combined,5000,15,3.1863563555171304e-08,9.14992754297323e-05,6.372712711034261e-12,1.829985508594646e-08,3.1863563555171304e-08,8.327603489782132e-09,2.3913511244962776e-05,4.506188372526033e-10,3.4317871867218706e-34,1.0708303456915165e-17,6.863574373443741e-38,2.1416606913830332e-21,3.4317871867218706e-34,8.96904167760498e-35,2.798635660542124e-18,4.853279982640278e-36
combined,5000,20,9.252077882388413e-08,0.00015114392198869604,1.8504155764776826e-11,3.0228784397739206e-08,9.252077882388413e-08,1.8135362338170436e-08,2.9626315572795086e-05,1.308441402140584e-09,3.884293247281597e-34,1.1240466023243467e-17,7.768586494563194e-38,2.2480932046486934e-21,3.884293247281597e-34,7.613756213752884e-35,2.2032880264599584e-18,5.4932201905398645e-36
combined,5000,25,5.436049071669255e-06,0.0009651217666042011,1.087209814333851e-09,1.9302435332084023e-07,5.436049071669255e-06,8.524331148613067e-07,0.00015134185561614845,7.687734322880333e-08,1.3334678611349438e-34,6.945399116942142e-18,2.6669357222698875e-38,1.3890798233884283e-21,1.3334678611349438e-34,2.0910263087188412e-35,1.089116033566626e-18,1.8858083342056806e-36
combined,5000,30,1.3061725133395965e-05,0.0012978157640532622,2.6123450266791932e-09,2.5956315281065243e-07,1.3061725133395965e-05,1.7068534662657012e-06,0.0001695933203941681,1.8472068831638098e-07,2.649134721526073e-34,7.61471325808986e-18,5.298269443052146e-38,1.522942651617972e-21,2.649134721526073e-34,3.4617822193185224e-35,9.950599623291016e-19,3.7464422517356446e-36
combined,5000,50,1.5365481070708944e-05,0.0012034003865041226,3.073096214141789e-09,2.406800773008245e-07,1.5365481070708944e-05,1.2047393904802294e-06,9.435330019730765e-05,2.1730071722583653e-07,2.6123340096741924e-34,1.0087417012805134e-17,5.224668019348385e-38,2.0174834025610266e-21,2.6123340096741924e-34,2.0482155215726372e-35,7.909097390184115e-19,3.694398185929731e-36
combined,5000,100,5.340939974401019e-06,0.0007190195564264281,1.0681879948802038e-09,1.4380391128528562e-07,5.340939974401019e-06,2.0937973694872733e-07,2.818757115922089e-05,7.553229747618531e-08,2.162608311617214e-34,8.705330293429237e-18,4.3252166232344276e-38,1.7410660586858473e-21,2.162608311617214e-34,8.478027492910091e-36,3.412732170041692e-19,3.058390004389844e-36
combined,10000,10,7.948904208589614e-08,0.00013171855659852824,7.948904208589615e-12,1.3171855659852824e-08,7.948904208589614e-08,3.168591223228579e-08,5.250563491800923e-05,7.948904208589615e-10,3.301070255753181e-34,7.849623728795053e-18,3.301070255753181e-38,7.849623728795053e-22,3.301070255753181e-34,1.3158722215242719e-34,3.1290160505179763e-18,3.301070255753181e-36
combined,10000,15,4.061740792894854e-09,2.666666666666331e-05,4.0617407928948537e-13,2.6666666666663307e-09,4.061740792894854e-09,1.079393745323937e-09,7.086575602999051e-06,4.061740792894854e-11,3.977512398248369e-34,1.2417728882200644e-17,3.977512398248369e-38,1.2417728882200643e-21,3.977512398248369e-34,1.0570103370771257e-34,3.2999690452976565e-18,3.9775123982483686e-36
combined,10000,20,7.372743327393178e-09,3.553557933449449e-05,7.372743327393178e-13,3.553557933449449e-09,7.372743327393178e-09,1.469461021624269e-09,7.082594143602121e-06,7.372743327393178e-11,2.319352567079597e-34,8.346323849064974e-18,2.319352567079597e-38,8.346323849064974e-22,2.319352567079597e-34,4.6227001827998144e-35,1.6635052958490122e-18,2.319352567079597e-36
combined,10000,25,2.526305778229768e-06,0.0006397637090642946,2.5263057782297683e-10,6.397637090642946e-08,2.526305778229768e-06,4.028142801087194e-07,0.00010200901257764513,2.526305778229768e-08,3.3214998332916936e-34,1.1510432364192359e-17,3.3214998332916936e-38,1.1510432364192359e-21,3.3214998332916936e-34,5.296063428893991e-35,1.835314856371497e-18,3.321499833291693e-36
combined,10000,30,8.562852108660269e-06,0.0010343641176176945,8.562852108660269e-10,1.0343641176176946e-07,8.562852108660269e-06,1.137774353349909e-06,0.0001374393660099022,8.562852108660269e-08,3.199998680075588e-34,1.1738295520776395e-17,3.199998680075588e-38,1.1738295520776395e-21,3.199998680075588e-34,4.2519436079729406e-35,1.5597059748438284e-18,3.199998680075588e-36
combined,10000,50,1.2450487081024637e-05,0.0010279986688982877,1.2450487081024638e-09,1.0279986688982877e-07,1.2450487081024637e-05,9.926023274308707e-07,8.1956140727974e-05,1.2450487081024638e-07,4.024533653893932e-34,1.031320211522524e-17,4.0245336538939317e-38,1.031320211522524e-21,4.024533653893932e-34,3.208518225577908e-35,8.222094731088293e-19,4.024533653893932e-36
combined,10000,100,4.411901790120002e-06,0.000564726476749858,4.4119017901200015e-10,5.64726476749858e-08,4.411901790120002e-06,1.75867175186416e-07,2.251111990783308e-05,4.411901790120002e-08,1.965050580053594e-34,7.232441642107678e-18,1.965050580053594e-38,7.232441642107678e-22,1.965050580053594e-34,7.833082218338636e-36,2.882995002623313e-19,1.965050580053594e-36
combined,50000,10,3.481617256370036e-08,0.00012644086513132993,6.963234512740073e-13,2.5288173026265986e-09,3.481617256370036e-08,1.7073866356578555e-08,6.200665593877828e-05,1.5570265713759427e-10,1.3939783430218412e-33,1.8171228410857054e-17,2.7879566860436823e-38,3.634245682171411e-22,1.3939783430218412e-33,6.836075932578081e-34,8.911178414404724e-18,6.234060668318713e-36
combined,50000,15,1.8759039995164067e-06,0.0006501371670407212,3.751807999032813e-11,1.3002743340814423e-08,1.8759039995164067e-06,6.132960982794907e-07,0.00021255170200359103,8.389297724364835e-09,8.461038410939101e-34,9.966076719667797e-18,1.6922076821878201e-38,1.9932153439335594e-22,8.461038410939101e-34,2.76619797503474e-34,3.2582456079319585e-18,3.7838914094193265e-36
combined,50000,20,1.4104902367842214e-09,2.4059225858412876e-05,2.8209804735684427e-14,4.811845171682576e-10,1.4104902367842214e-09,3.45852516614955e-10,5.8993274777361276e-06,6.307904102098587e-12,1.3517558773769693e-34,6.6920685030773256e-18,2.7035117547539387e-39,1.3384137006154652e-22,1.3517558773769693e-34,3.314508387564269e-35,1.6408966703844247e-18,6.045236061599547e-37
combined,50000,25,5.158676889112999e-08,0.00010827555402165176,1.0317353778225997e-12,2.165511080433035e-09,5.158676889112999e-08,1.0119269672200237e-08,2.1239351748590952e-05,2.3070304396027622e-10,2.554499283537553e-35,2.4348470288593215e-18,5.108998567075106e-40,4.869694057718643e-23,2.554499283537553e-35,5.010910294093546e-36,4.776200220560719e-19,1.1424068092928956e-37
combined,50000,30,5.004452144812661e-06,0.0007678110948830304,1.0008904289625322e-10,1.535622189766061e-08,5.004452144812661e-06,8.180618451773793e-07,0.0001255116330123662,2.2380590371891465e-08,2.5307025368694207e-34,8.730876807118426e-18,5.0614050737388415e-39,1.7461753614236853e-22,2.5307025368694207e-34,4.136858794928036e-35,1.4272086102873618e-18,1.1317645806542385e-36
combined,50000,50,1.4247951936631424e-05,0.0010284524037498031,2.849590387326285e-10,2.056904807499606e-08,1.4247951936631424e-05,1.3974403807650727e-06,0.00010087070233581023,6.371877814091528e-08,2.3327194163999344e-34,7.665715935287198e-18,4.665438832799869e-39,1.5331431870574396e-22,2.3327194163999344e-34,2.2879332580361795e-35,7.518540940542579e-19,1.0432238375007782e-36
combined,50000,100,6.588014074736394e-06,0.0005175517467316393,1.3176028149472788e-10,1.0351034934632786e-08,6.588014074736394e-06,3.2307650032899746e-07,2.5380760450167708e-05,2.9462494615671914e-08,2.075798049217213e-34,8.132058394727526e-18,4.151596098434426e-39,1.626411678945505e-22,2.075798049217213e-34,1.0179722774160765e-35,3.987965017735241e-19,9.283251091222285e-37
combined,100000,10,2.5265123305187838e-08,0.00010942836177247519,2.5265123305187836e-13,1.094283617724752e-09,2.5265123305187838e-08,1.227000223845639e-08,5.314386269483135e-05,7.989533500939498e-11,1.030749853933785e-34,5.421010862427522e-18,1.0307498539337851e-39,5.421010862427522e-23,1.030749853933785e-34,5.005834668718673e-35,2.632712875104948e-18,3.2595172363166283e-37
