Distribution,Sample Size,Bin Count,CI_HDEM_MSE_Mean,CI_HDEM_MSE_Lower,CI_HDEM_MSE_Upper,CI_HDEM_MAE_Mean,CI_HDEM_MAE_Lower,CI_HDEM_MAE_Upper,CI_HDEM_Normalized MSE_Mean,CI_HDEM_Normalized MSE_Lower,CI_HDEM_Normalized MSE_Upper,CI_HDEM_Normalized MAE_Mean,CI_HDEM_Normalized MAE_Lower,CI_HDEM_Normalized MAE_Upper,CI_HDEM_IMSE_Mean,CI_HDEM_IMSE_Lower,CI_HDEM_IMSE_Upper,CI_HDEM_MISE_Mean,CI_HDEM_MISE_Lower,CI_HDEM_MISE_Upper,CI_HDEM_MIAE_Mean,CI_HDEM_MIAE_Lower,CI_HDEM_MIAE_Upper,CI_HDEM_AMISE_Mean,CI_HDEM_AMISE_Lower,CI_HDEM_AMISE_Upper
gamma,10000,15,1.7211044698758965e-07,-8.037665588589209e-08,4.245975498610714e-07,0.0001301183960188602,5.521351463368503e-06,0.00025471544057435193,1.7211044698758967e-11,-8.037665588589204e-12,4.2459754986107135e-11,1.3011839601886021e-08,5.52135146336852e-10,2.547154405743519e-08,1.7211044698758965e-07,-8.037665588589209e-08,4.245975498610714e-07,1.2944086216000704e-07,-6.048676268771239e-08,3.193684870077265e-07,0.0001034562164794663,1.195013537002257e-05,0.00019496229758891002,1.7211044698758969e-09,-8.0376655885892e-10,4.245975498610714e-09
gamma,10000,20,9.909172160083308e-06,7.289959150877109e-06,1.2528385169289507e-05,0.0013062448333631409,0.001102757698347598,0.0015097319683786837,9.909172160083307e-10,7.289959150877109e-10,1.2528385169289505e-09,1.306244833363141e-07,1.1027576983475983e-07,1.509731968378684e-07,9.909172160083308e-06,7.289959150877109e-06,1.2528385169289507e-05,6.0065338488564595e-06,4.4424764418753796e-06,7.5705912558375395e-06,0.0007963123404226161,0.0006840778740061699,0.0009085468068390622,9.909172160083305e-08,7.289959150877106e-08,1.2528385169289504e-07
gamma,10000,25,1.4634303832834693e-05,1.331700272590475e-05,1.5951604939764633e-05,0.0014628528148345377,0.0013982781798987669,0.0015274274497703085,1.4634303832834695e-09,1.3317002725904753e-09,1.5951604939764636e-09,1.4628528148345377e-07,1.398278179898767e-07,1.5274274497703086e-07,1.4634303832834693e-05,1.331700272590475e-05,1.5951604939764633e-05,7.202867789204368e-06,6.4198414889274245e-06,7.98589408948131e-06,0.0007200070163622315,0.0006661862307788518,0.0007738278019456112,1.4634303832834693e-07,1.3317002725904752e-07,1.5951604939764634e-07
gamma,10000,30,1.8772211441602155e-05,1.6407752758996105e-05,2.1136670124208205e-05,0.0015294700575788146,0.0014322351763885,0.0016267049387691291,1.8772211441602155e-09,1.6407752758996103e-09,2.1136670124208205e-09,1.5294700575788142e-07,1.4322351763884996e-07,1.6267049387691288e-07,1.8772211441602155e-05,1.6407752758996105e-05,2.1136670124208205e-05,8.244282934920465e-06,6.968901101938841e-06,9.519664767902089e-06,0.0006716776020833844,0.0005986992776986716,0.0007446559264680972,1.877221144160215e-07,1.64077527589961e-07,2.1136670124208203e-07
gamma,10000,50,1.0561039107671289e-05,9.396775756831573e-06,1.1725302458511004e-05,0.0009531178908498439,0.0009073259202039702,0.0009989098614957177,1.056103910767129e-09,9.396775756831574e-10,1.1725302458511004e-09,9.531178908498438e-08,9.0732592020397e-08,9.989098614957176e-08,1.0561039107671289e-05,9.396775756831573e-06,1.1725302458511004e-05,2.440115223170487e-06,2.116592351322212e-06,2.763638095018762e-06,0.00021974893824790957,0.00020348980429016876,0.00023600807220565037,1.0561039107671288e-07,9.396775756831573e-08,1.1725302458511004e-07
gamma,10000,100,3.7498472209389007e-06,2.794705026728744e-06,4.7049894151490576e-06,0.000542250355095385,0.000504746580076447,0.0005797541301143231,3.7498472209389007e-10,2.794705026728744e-10,4.704989415149057e-10,5.422503550953851e-08,5.047465800764471e-08,5.7975413011432315e-08,3.7498472209389007e-06,2.794705026728744e-06,4.7049894151490576e-06,5.139998845316803e-07,3.131009064572411e-07,7.148988626061195e-07,7.138561184204038e-05,5.8103897851566325e-05,8.466732583251443e-05,3.749847220938901e-08,2.7947050267287442e-08,4.704989415149057e-08
gamma,50000,10,8.299952016469065e-09,3.643446683319788e-09,1.2956457349618342e-08,5.5213580540260546e-05,3.6042453912313096e-05,7.4384707168208e-05,1.6599904032938126e-13,7.286893366639576e-14,2.5912914699236674e-13,1.104271610805211e-09,7.208490782462622e-10,1.4876941433641598e-09,8.299952016469065e-09,3.643446683319788e-09,1.2956457349618342e-08,1.1238725311636218e-08,4.987261406124474e-09,1.7490189217147964e-08,7.52029044562591e-05,4.910369582269743e-05,0.00010130211308982078,3.7118513837622564e-11,1.6293988912598392e-11,5.794303876264674e-11
gamma,50000,15,2.0987809110969223e-09,4.2241209788739565e-10,3.775149724306449e-09,2.5338422800326434e-05,1.4584457965116506e-05,3.609238763553636e-05,4.197561822193845e-14,8.448241957747908e-15,7.550299448612899e-14,5.067684560065286e-10,2.9168915930233006e-10,7.218477527107272e-10,2.0987809110969223e-09,4.2241209788739565e-10,3.775149724306449e-09,2.0481342797832812e-09,1.7205567169970217e-10,3.92421288786686e-09,2.391270545034933e-05,1.1677597870152332e-05,3.6147813030546334e-05,9.386033574183324e-12,1.889084330789025e-12,1.688298281757762e-11
gamma,50000,20,5.089423463089835e-06,3.150456351362449e-06,7.02839057481722e-06,0.0008847303523050309,0.000661906931924724,0.0011075537726853376,1.0178846926179669e-10,6.300912702724897e-11,1.405678114963444e-10,1.769460704610062e-08,1.3238138638494481e-08,2.2151075453706758e-08,5.089423463089835e-06,3.150456351362449e-06,7.02839057481722e-06,3.451416481474657e-06,2.201687160236398e-06,4.701145802712916e-06,0.000607743626564796,0.0004732359106162014,0.0007422513425133907,2.2760593659502527e-08,1.4089269123584801e-08,3.143191819542025e-08
gamma,50000,25,1.6972664990853242e-05,1.4301979169369402e-05,1.964335081233708e-05,0.001541120317322041,0.0014245720078436255,0.0016576686268004565,3.394532998170648e-10,2.8603958338738796e-10,3.928670162467416e-10,3.0822406346440817e-08,2.849144015687251e-08,3.3153372536009125e-08,1.6972664990853242e-05,1.4301979169369402e-05,1.964335081233708e-05,9.505284799362273e-06,8.282431289365705e-06,1.0728138309358842e-05,0.0008704014187837581,0.0008255417551384711,0.0009152610824290451,7.590406535775739e-08,6.396039527099191e-08,8.784773544452286e-08
gamma,50000,30,1.83405198354787e-05,1.732415471017155e-05,1.935688496078585e-05,0.0014789219722701808,0.0014418453943487884,0.0015159985501915732,3.6681039670957403e-10,3.4648309420343103e-10,3.8713769921571704e-10,2.9578439445403616e-08,2.8836907886975767e-08,3.0319971003831464e-08,1.83405198354787e-05,1.732415471017155e-05,1.935688496078585e-05,9.12776510230466e-06,8.08338316039106e-06,1.017214704421826e-05,0.000734989497937338,0.0006645877246984818,0.0008053912711761942,8.202129818962728e-08,7.747597516933351e-08,8.656662120992105e-08
gamma,50000,50,1.3669992474370115e-05,1.2680118671330238e-05,1.4659866277409992e-05,0.0010193356483986587,0.0009847641828488328,0.0010539071139484845,2.7339984948740234e-10,2.536023734266048e-10,2.931973255481999e-10,2.0386712967973172e-08,1.9695283656976654e-08,2.107814227896969e-08,1.3669992474370115e-05,1.2680118671330238e-05,1.4659866277409992e-05,3.7700248179006595e-06,3.3380211860887437e-06,4.202028449712576e-06,0.00028033013361666615,0.00025869168551033775,0.00030196858172299454,6.113406484920428e-08,5.670721462371748e-08,6.556091507469108e-08
gamma,50000,100,4.13194060789013e-06,3.506440574740461e-06,4.757440641039799e-06,0.0005188729328508274,0.0004894239247083519,0.0005483219409933029,8.263881215780259e-11,7.01288114948092e-11,9.514881282079597e-11,1.0377458657016547e-08,9.788478494167037e-09,1.0966438819866057e-08,4.13194060789013e-06,3.506440574740461e-06,4.757440641039799e-06,5.79909416791858e-07,4.5262839813558876e-07,7.071904354481271e-07,7.206775069807575e-05,6.350965602485063e-05,8.062584537130087e-05,1.8478600156468268e-08,1.5681278968366204e-08,2.1275921344570332e-08
gamma,100000,10,1.5670862196628244e-08,1.884196201088115e-09,2.9457528192168373e-08,7.888087543761769e-05,4.346745596468733e-05,0.00011429429491054805,1.567086219662824e-13,1.8841962010881117e-14,2.945752819216837e-13,7.888087543761768e-10,4.346745596468732e-10,1.1429429491054804e-09,1.5670862196628244e-08,1.884196201088115e-09,2.9457528192168373e-08,2.4149811998055604e-08,1.5309759966306696e-09,4.676864799948054e-08,0.00011812564149818736,5.792748950459391e-05,0.0001783237934917808,4.955561743997466e-11,5.958351554075058e-12,9.315288332587426e-11
gamma,100000,15,2.6307118543481584e-08,-2.9310252210107515e-08,8.192448929707068e-08,5.536944302620625e-05,-1.8790351844182534e-05,0.00012952923789659503,2.630711854348158e-13,-2.931025221010753e-13,8.192448929707069e-13,5.536944302620627e-10,-1.879035184418253e-10,1.2952923789659507e-09,2.6307118543481584e-08,-2.9310252210107515e-08,8.192448929707068e-08,3.096464938614213e-08,-3.507569609883333e-08,9.700499487111758e-08,6.149654509092736e-05,-2.747510916178946e-05,0.0001504681993436442,8.31904132734531e-11,-9.268715577792392e-11,2.590679823248301e-10
gamma,100000,20,3.6222764795219497e-06,1.954791094141521e-06,5.289761864902378e-06,0.0007297544852208685,0.000514571994301907,0.0009449369761398299,3.62227647952195e-11,1.9547910941415213e-11,5.289761864902379e-11,7.297544852208685e-09,5.14571994301907e-09,9.4493697613983e-09,3.6222764795219497e-06,1.954791094141521e-06,5.289761864902378e-06,2.564877552205614e-06,1.4247115985194807e-06,3.7050435058917472e-06,0.000522649957115825,0.0003814153724095198,0.0006638845418221301,1.1454643990145625e-08,6.181592207299835e-09,1.6727695772991416e-08
gamma,100000,25,1.558449549810988e-05,1.3066506473666652e-05,1.810248452255311e-05,0.0014655318513035454,0.0013428886159385187,0.001588175086668572,1.5584495498109882e-10,1.3066506473666655e-10,1.810248452255311e-10,1.4655318513035455e-08,1.3428886159385188e-08,1.5881750866685722e-08,1.558449549810988e-05,1.3066506473666652e-05,1.810248452255311e-05,9.164481894493384e-06,8.189783613877492e-06,1.0139180175109276e-05,0.0008710373913495516,0.0008464207948896306,0.0008956539878094725,4.928250195866756e-08,4.1319921518121564e-08,5.724508239921355e-08
gamma,100000,30,1.8482458731976535e-05,1.7130491917319155e-05,1.9834425546633915e-05,0.001474373464415885,0.001423242043658629,0.0015255048851731412,1.8482458731976536e-10,1.7130491917319156e-10,1.9834425546633917e-10,1.4743734644158851e-08,1.423242043658629e-08,1.525504885173141e-08,1.8482458731976535e-05,1.7130491917319155e-05,1.9834425546633915e-05,9.401109180918518e-06,8.302900090830363e-06,1.0499318271006672e-05,0.0007479636326039572,0.0006852319307467905,0.0008106953344611239,5.84466663531134e-08,5.4171371897833356e-08,6.272196080839343e-08
gamma,100000,50,1.556512712882721e-05,1.4434317981375796e-05,1.6695936276278626e-05,0.0010776161852880737,0.0010415274110140745,0.001113704959562073,1.5565127128827212e-10,1.4434317981375797e-10,1.6695936276278627e-10,1.0776161852880735e-08,1.0415274110140744e-08,1.1137049595620727e-08,1.556512712882721e-05,1.4434317981375796e-05,1.6695936276278626e-05,4.703017055943259e-06,4.083138556817781e-06,5.322895555068736e-06,0.0003243759400196591,0.00029448599335856634,0.0003542658866807518,4.922125379717109e-08,4.564532129227143e-08,5.279718630207075e-08
gamma,100000,100,4.675628422599938e-06,4.099431275063692e-06,5.251825570136184e-06,0.0005356280087835255,0.0005157252052231035,0.0005555308123439475,4.6756284225999394e-11,4.099431275063693e-11,5.251825570136186e-11,5.356280087835255e-09,5.157252052231035e-09,5.555308123439476e-09,4.675628422599938e-06,4.099431275063692e-06,5.251825570136184e-06,6.837678501972541e-07,5.512174829238136e-07,8.163182174706947e-07,7.759599409754745e-05,6.967746035229854e-05,8.551452784279636e-05,1.4785635308036105e-08,1.296353994052949e-08,1.660773067554272e-08
weibull,50,10,0.00019999344826979602,8.541128416734769e-05,0.0003145756123722444,0.00759268462867288,0.005096677631621253,0.010088691625724507,3.9998689653959206e-06,1.7082256833469545e-06,6.291512247444887e-06,0.0001518536925734576,0.00010193355263242505,0.00020177383251449013,0.00019999344826979602,8.541128416734769e-05,0.0003145756123722444,4.9983978583194084e-05,2.2808353403189422e-05,7.715960376319875e-05,0.001932678610711526,0.0013209842099540787,0.0025443730114689733,2.8283344692890746e-05,1.207897964491655e-05,4.448770974086494e-05
weibull,50,15,0.00011650951846322087,6.380152485531261e-05,0.00016921751207112914,0.006274266092054978,0.005090034256692936,0.00745849792741702,2.3301903692644177e-06,1.2760304971062524e-06,3.384350241422583e-06,0.00012548532184109953,0.0001018006851338587,0.00014916995854834036,0.00011650951846322087,6.380152485531261e-05,0.00016921751207112914,1.9934764122029224e-05,1.28488536697897e-05,2.7020674574268747e-05,0.0011187007067611455,0.0008707822549157257,0.0013666191586065653,1.647693411562455e-05,9.022898175046722e-06,2.3930970056202374e-05
weibull,50,20,9.76035185537666e-05,6.322867439096321e-05,0.00013197836271656998,0.0076234293358737,0.005947517785306327,0.009299340886441071,1.9520703710753323e-06,1.2645734878192645e-06,2.6395672543314e-06,0.000152468586717474,0.00011895035570612656,0.00018598681772882147,9.76035185537666e-05,6.322867439096321e-05,0.00013197836271656998,1.2750488091139615e-05,8.330035008999385e-06,1.7170941173279845e-05,0.0010045317025292194,0.0007891514444193415,0.0012199119606390973,1.3803221967407072e-05,8.941884885457255e-06,1.866455904935689e-05
weibull,50,25,9.564745096597618e-05,6.457323822136755e-05,0.0001267216637105848,0.007056117543700091,0.006060832918001859,0.008051402169398323,1.9129490193195237e-06,1.2914647644273513e-06,2.534433274211696e-06,0.00014112235087400182,0.00012121665836003718,0.00016102804338796647,9.564745096597618e-05,6.457323822136755e-05,0.0001267216637105848,9.648197337626012e-06,6.405334777011689e-06,1.2891059898240335e-05,0.0007098011467499314,0.000604300129348804,0.0008153021641510587,1.352659223624991e-05,9.13203492590067e-06,1.792114954659915e-05
weibull,50,30,0.00013024871880785356,8.724515406926793e-05,0.0001732522835464392,0.008001974232437533,0.006803826410681577,0.009200122054193488,2.6049743761570715e-06,1.7449030813853588e-06,3.465045670928784e-06,0.0001600394846487507,0.00013607652821363156,0.00018400244108386982,0.00013024871880785356,8.724515406926793e-05,0.0001732522835464392,1.0302721353112797e-05,7.592382629218995e-06,1.3013060077006599e-05,0.0006507575631965912,0.0005424450283394735,0.000759070098053709,1.8419950461978613e-05,1.2338328013608892e-05,2.4501572910348334e-05
weibull,50,50,0.00010022142303160977,8.450718463483116e-05,0.00011593566142838839,0.00773498349386563,0.00701838097671355,0.00845158601101771,2.004428460632195e-06,1.6901436926966226e-06,2.3187132285677675e-06,0.0001546996698773126,0.000140367619534271,0.00016903172022035418,0.00010022142303160977,8.450718463483116e-05,0.00011593566142838839,5.010414145922411e-06,3.889702249799684e-06,6.131126042045137e-06,0.0003848479268179549,0.00031899142171318,0.0004507044319227298,1.4173449569163379e-05,1.1951120662854541e-05,1.6395778475472217e-05
weibull,50,100,5.834114589577085e-05,5.3245714703288694e-05,6.3436577088253e-05,0.005754979664508805,0.005262415801782146,0.006247543527235464,1.1668229179154169e-06,1.0649142940657737e-06,1.26873154176506e-06,0.00011509959329017609,0.0001052483160356429,0.00012495087054470926,5.834114589577085e-05,5.3245714703288694e-05,6.3436577088253e-05,1.650214486687289e-06,1.4913645658469416e-06,1.8090644075276364e-06,0.00016215006059337156,0.0001508055312152882,0.0001734945899714549,8.250683977018656e-06,7.530081187163939e-06,8.971286766873374e-06
weibull,100,10,6.241383134203841e-05,1.1623041461684963e-06,0.0001236653585379083,0.0038727977470968443,0.002067487196598673,0.005678108297595016,6.24138313420384e-07,1.1623041461684798e-08,1.2366535853790833e-06,3.872797747096844e-05,2.0674871965986725e-05,5.678108297595016e-05,6.241383134203841e-05,1.1623041461684963e-06,0.0001236653585379083,1.6154522366076275e-05,2.0724187657646218e-06,3.023662596638793e-05,0.0010731271238609767,0.0006883988881958917,0.0014578553595260618,6.241383134203841e-06,1.1623041461685116e-07,1.236653585379083e-05
weibull,100,15,4.64844973749261e-05,1.865445878890077e-05,7.431453596095144e-05,0.003946549740806806,0.0024497807705132634,0.0054433187111003496,4.6484497374926106e-07,1.8654458788900776e-07,7.431453596095144e-07,3.946549740806806e-05,2.449780770513263e-05,5.443318711100349e-05,4.64844973749261e-05,1.865445878890077e-05,7.431453596095144e-05,9.470931378009895e-06,3.6841139058443055e-06,1.5257748850175486e-05,0.0008205296178686233,0.0004978258847245871,0.0011432333510126595,4.64844973749261e-06,1.8654458788900776e-06,7.4314535960951435e-06
weibull,100,20,4.9762906716493766e-05,2.024475047925955e-05,7.928106295372798e-05,0.00446469697948847,0.003115751838977188,0.005813642119999752,4.976290671649375e-07,2.0244750479259532e-07,7.928106295372797e-07,4.46469697948847e-05,3.1157518389771884e-05,5.813642119999752e-05,4.9762906716493766e-05,2.024475047925955e-05,7.928106295372798e-05,6.938069484633876e-06,2.7713646404818354e-06,1.1104774328785916e-05,0.0006232095594005244,0.00043645321213684276,0.000809965906664206,4.976290671649376e-06,2.024475047925954e-06,7.928106295372799e-06
weibull,100,25,5.500095232969421e-05,3.909329663908508e-05,7.090860802030334e-05,0.005307268108997303,0.004600468548586358,0.006014067669408248,5.500095232969421e-07,3.9093296639085073e-07,7.090860802030334e-07,5.307268108997303e-05,4.600468548586358e-05,6.014067669408248e-05,5.500095232969421e-05,3.909329663908508e-05,7.090860802030334e-05,6.033653237599208e-06,4.476238394524972e-06,7.591068080673444e-06,0.0005913251847396416,0.0005084394981790718,0.0006742108713002114,5.500095232969421e-06,3.909329663908509e-06,7.090860802030334e-06
weibull,100,30,4.7775096935347975e-05,2.603775301565471e-05,6.951244085504124e-05,0.005049775522152813,0.003991228702052598,0.006108322342253027,4.777509693534797e-07,2.60377530156547e-07,6.951244085504123e-07,5.049775522152812e-05,3.9912287020525965e-05,6.108322342253027e-05,4.7775096935347975e-05,2.603775301565471e-05,6.951244085504124e-05,4.184415070795856e-06,2.8145803990174885e-06,5.5542497425742235e-06,0.0004603308692883195,0.0003889602177449363,0.0005317015208317027,4.777509693534798e-06,2.603775301565471e-06,6.9512440855041246e-06
weibull,100,50,3.7958630227331495e-05,3.130582267353024e-05,4.4611437781132746e-05,0.004709535216934437,0.004287056380669282,0.005132014053199593,3.79586302273315e-07,3.130582267353025e-07,4.4611437781132745e-07,4.709535216934437e-05,4.2870563806692815e-05,5.132014053199592e-05,3.7958630227331495e-05,3.130582267353024e-05,4.4611437781132746e-05,2.1812498477695545e-06,1.726841205347935e-06,2.6356584901911736e-06,0.0002689995101231426,0.00023809333364510122,0.00029990568660118394,3.7958630227331496e-06,3.130582267353025e-06,4.461143778113274e-06
weibull,100,100,2.5705410073542687e-05,2.3472401089700168e-05,2.7938419057385207e-05,0.003847276074194158,0.0036016815904258083,0.004092870557962508,2.5705410073542687e-07,2.3472401089700166e-07,2.7938419057385207e-07,3.8472760741941576e-05,3.601681590425808e-05,4.092870557962507e-05,2.5705410073542687e-05,2.3472401089700168e-05,2.7938419057385207e-05,7.585312807555156e-07,6.708529542038364e-07,8.462096073071948e-07,0.00011313731017154849,0.00010428008572022576,0.00012199453462287123,2.5705410073542686e-06,2.3472401089700166e-06,2.7938419057385205e-06
weibull,500,10,2.5650016959723704e-06,1.1573566857467062e-06,3.972646706198035e-06,0.0007950984473658806,0.0006133019527558294,0.0009768949419759318,5.130003391944741e-09,2.3147133714934126e-09,7.94529341239607e-09,1.5901968947317613e-06,1.2266039055116588e-06,1.953789883951864e-06,2.5650016959723704e-06,1.1573566857467062e-06,3.972646706198035e-06,8.704110464144668e-07,4.1652089453841156e-07,1.324301198290522e-06,0.0002734205468229888,0.00021937554775357948,0.00032746554589239816,1.1471036309192935e-07,5.1758564470869904e-08,1.776621617129888e-07
weibull,500,15,5.126936680889708e-06,-3.2346426585083424e-07,1.057733762763025e-05,0.0009287905747898069,0.00041627732424162644,0.0014413038253379873,1.0253873361779418e-08,-6.46928531701665e-10,2.11546752552605e-08,1.857581149579614e-06,8.325546484832532e-07,2.882607650675975e-06,5.126936680889708e-06,-3.2346426585083424e-07,1.057733762763025e-05,1.2055837203359243e-06,-7.89952611231125e-08,2.490162701794961e-06,0.00022021264978560893,9.949726120962664e-05,0.00034092803836159125,2.2928357869613073e-07,-1.446576173469049e-08,4.7303291912695197e-07
weibull,500,20,6.359389498197118e-06,1.4871713620203415e-06,1.1231607634373896e-05,0.0012960236825657206,0.0007664449808438384,0.001825602384287603,1.2718778996394236e-08,2.97434272404068e-09,2.246321526874779e-08,2.5920473651314406e-06,1.532889961687676e-06,3.651204768575205e-06,6.359389498197118e-06,1.4871713620203415e-06,1.1231607634373896e-05,1.060776074919381e-06,2.7747863840340326e-07,1.8440735114353588e-06,0.00022204612317627058,0.00012813353583498644,0.0003159587105175547,2.844005442673407e-07,6.650832519336867e-08,5.022927633413127e-07
weibull,500,25,7.233267738160496e-06,2.8786807180338388e-06,1.1587854758287153e-05,0.0014761598955892652,0.0010496411314398959,0.0019026786597386345,1.4466535476320993e-08,5.75736143606768e-09,2.3175709516574304e-08,2.9523197911785304e-06,2.0992822628797917e-06,3.805357319477269e-06,7.233267738160496e-06,2.8786807180338388e-06,1.1587854758287153e-05,1.0666204174740102e-06,4.830579208691739e-07,1.6501829140788464e-06,0.00022042765938952636,0.00015606252435016802,0.00028479279442888473,3.234815672396604e-07,1.2873851542083137e-07,5.182246190584894e-07
weibull,500,30,6.065990034527123e-06,3.2968917738755875e-06,8.83508829517866e-06,0.001432340245884065,0.0011022310432444089,0.0017624494485237213,1.2131980069054246e-08,6.593783547751175e-09,1.7670176590357316e-08,2.86468049176813e-06,2.2044620864888178e-06,3.5248988970474424e-06,6.065990034527123e-06,3.2968917738755875e-06,8.83508829517866e-06,7.162970020155715e-07,3.8531905854721445e-07,1.0472749454839285e-06,0.0001693989026794746,0.00013004203429557351,0.00020875577106337567,2.7127932136077886e-07,1.474414824169136e-07,3.951171603046441e-07
weibull,500,50,4.745091235124352e-06,3.713623169312424e-06,5.776559300936281e-06,0.0015271641084252299,0.0013518898133775719,0.0017024384034728878,9.490182470248703e-09,7.427246338624847e-09,1.155311860187256e-08,3.0543282168504596e-06,2.7037796267551437e-06,3.4048768069457755e-06,4.745091235124352e-06,3.713623169312424e-06,5.776559300936281e-06,3.3743267853665493e-07,2.7067819152822387e-07,4.04187165545086e-07,0.00010888562904898013,9.875332675126184e-05,0.00011901793134669841,2.1220693122352977e-07,1.6607827698801582e-07,2.5833558545904373e-07
weibull,500,100,3.828364259427878e-06,3.023038428896585e-06,4.633690089959172e-06,0.0014045741947834795,0.001261380529264639,0.00154776786030232,7.656728518855757e-09,6.046076857793171e-09,9.267380179918344e-09,2.80914838956696e-06,2.522761058529279e-06,3.0955357206046407e-06,3.828364259427878e-06,3.023038428896585e-06,4.633690089959172e-06,1.2976636867983395e-07,1.0231492983037878e-07,1.5721780752928912e-07,4.763626755234418e-05,4.282729397057951e-05,5.244524113410885e-05,1.7120965453422752e-07,1.3519438851213858e-07,2.0722492055631645e-07
weibull,1000,10,1.262370551518967e-06,7.76344870077315e-07,1.7483962329606187e-06,0.0005905732854812669,0.00044608350352917057,0.0007350630674333634,1.262370551518967e-09,7.763448700773151e-10,1.748396232960619e-09,5.90573285481267e-07,4.4608350352917064e-07,7.350630674333635e-07,1.262370551518967e-06,7.76344870077315e-07,1.7483962329606187e-06,4.34697683680633e-07,2.8752560411798737e-07,5.818697632432787e-07,0.0002067421022457948,0.00016429995345940645,0.00024918425103218316,3.991966193922866e-08,2.455018039231817e-08,5.528914348613916e-08
weibull,1000,15,4.0061917828762717e-07,-1.874823972382978e-08,8.199865962990841e-07,0.0002799389733154147,0.00013544331575375453,0.0004244346308770748,4.0061917828762707e-10,-1.8748239723829963e-11,8.199865962990841e-10,2.799389733154147e-07,1.354433157537546e-07,4.2443463087707483e-07,4.0061917828762717e-07,-1.874823972382978e-08,8.199865962990841e-07,9.549623650930656e-08,-3.993284746656366e-09,1.9498575776526948e-07,6.770034068514137e-05,3.369945561725018e-05,0.00010170122575303255,1.2668690777339763e-08,-5.928713964614829e-10,2.5930252951141008e-08
weibull,1000,20,4.7767370793885415e-06,1.742071137549256e-06,7.811403021227827e-06,0.0009947301741027978,0.0005904011032253773,0.0013990592449802182,4.776737079388542e-09,1.7420711375492567e-09,7.811403021227828e-09,9.947301741027976e-07,5.904011032253772e-07,1.399059244980218e-06,4.7767370793885415e-06,1.742071137549256e-06,7.811403021227827e-06,9.19912574766614e-07,3.238185581132781e-07,1.5160065914199499e-06,0.00019216352378988765,0.00010986326237185333,0.000274463785207922,1.5105368954648335e-07,5.50891264069613e-08,2.470182526860054e-07
weibull,1000,25,3.9992770325127045e-06,1.1206716595364572e-06,6.877882405488952e-06,0.0009606956618304931,0.0006406599798822846,0.0012807313437787015,3.999277032512704e-09,1.1206716595364575e-09,6.8778824054889515e-09,9.606956618304934e-07,6.406599798822848e-07,1.280731343778702e-06,3.9992770325127045e-06,1.1206716595364572e-06,6.877882405488952e-06,5.755997651975019e-07,1.6927513481540947e-07,9.819243955795943e-07,0.0001395369336465681,9.454961341731573e-05,0.00018452425387582047,1.2646824416739417e-07,3.5438749533359686e-08,2.1749773880142868e-07
weibull,1000,30,3.5605917055220075e-06,1.222778185168133e-06,5.898405225875882e-06,0.0009547881821748566,0.0007143120666776752,0.001195264297672038,3.5605917055220073e-09,1.2227781851681326e-09,5.8984052258758815e-09,9.547881821748565e-07,7.143120666776751e-07,1.1952642976720378e-06,3.5605917055220075e-06,1.222778185168133e-06,5.898405225875882e-06,4.5160138129209113e-07,1.629500155564356e-07,7.402527470277466e-07,0.0001212840691259841,8.858512557872501e-05,0.00015398301267324318,1.1259579607353073e-07,3.866764138298421e-08,1.8652395076407725e-07
weibull,1000,50,3.1343692025563366e-06,2.392776517323731e-06,3.875961887788942e-06,0.0010079413475774974,0.0008933090350384961,0.0011225736601164988,3.1343692025563367e-09,2.392776517323731e-09,3.875961887788943e-09,1.0079413475774972e-06,8.933090350384958e-07,1.1225736601164986e-06,3.1343692025563366e-06,2.392776517323731e-06,3.875961887788942e-06,2.3296315037977859e-07,1.730541255950954e-07,2.9287217516446177e-07,7.45177208978325e-05,6.505662861599347e-05,8.397881317967152e-05,9.911745707963681e-08,7.566623726508331e-08,1.2256867689419032e-07
weibull,1000,100,2.2921624992822626e-06,1.6432955225072784e-06,2.941029476057247e-06,0.0009976369633453064,0.0008879654248172648,0.001107308501873348,2.292162499282263e-09,1.6432955225072785e-09,2.9410294760572472e-09,9.976369633453062e-07,8.879654248172646e-07,1.107308501873348e-06,2.2921624992822626e-06,1.6432955225072784e-06,2.941029476057247e-06,8.974730676162674e-08,5.611653508494823e-08,1.2337807843830525e-07,3.818244450567903e-05,3.258233950897415e-05,4.378254950238391e-05,7.24845426495602e-08,5.196556719879492e-08,9.300351810032547e-08
weibull,5000,10,9.021183465632316e-08,4.809372587315582e-08,1.3232994343949048e-07,0.0001697875734341141,0.00011732653121996055,0.00022224861564826764,1.804236693126463e-11,9.618745174631165e-12,2.6465988687898097e-11,3.395751468682282e-08,2.3465306243992112e-08,4.444972312965353e-08,9.021183465632316e-08,4.809372587315582e-08,1.3232994343949048e-07,3.9694635114367446e-08,2.042675848689001e-08,5.8962511741844885e-08,7.544901011675298e-05,4.958958586317435e-05,0.0001013084343703316,1.275788000575314e-09,6.801479939487079e-10,1.87142800720192e-09
