Distribution,Sample Size,Bin Count,CI_HDEM_MSE_Mean,CI_HDEM_MSE_Lower,CI_HDEM_MSE_Upper,CI_HDEM_MAE_Mean,CI_HDEM_MAE_Lower,CI_HDEM_MAE_Upper,CI_HDEM_Normalized MSE_Mean,CI_HDEM_Normalized MSE_Lower,CI_HDEM_Normalized MSE_Upper,CI_HDEM_Normalized MAE_Mean,CI_HDEM_Normalized MAE_Lower,CI_HDEM_Normalized MAE_Upper,CI_HDEM_IMSE_Mean,CI_HDEM_IMSE_Lower,CI_HDEM_IMSE_Upper,CI_HDEM_MISE_Mean,CI_HDEM_MISE_Lower,CI_HDEM_MISE_Upper,CI_HDEM_MIAE_Mean,CI_HDEM_MIAE_Lower,CI_HDEM_MIAE_Upper,CI_HDEM_AMISE_Mean,CI_HDEM_AMISE_Lower,CI_HDEM_AMISE_Upper
chi2,5000,100,1.7803783150299187e-07,1.1955751535381054e-07,2.365181476521732e-07,0.0002403148953366318,0.00021294607743490922,0.0002676837132383544,3.5607566300598376e-11,2.391150307076211e-11,4.730362953043464e-11,4.806297906732637e-08,4.258921548698185e-08,5.353674264767089e-08,1.7803783150299187e-07,1.1955751535381054e-07,2.365181476521732e-07,3.037266603271519e-08,2.0732634026156212e-08,4.0012698039274164e-08,4.09434071736727e-05,3.592250913600331e-05,4.596430521134209e-05,2.51783515927027e-09,1.6907985969698843e-09,3.3448717215706556e-09
chi2,10000,10,7.593687694212124e-05,-9.576735584624594e-05,0.0002476411097304884,0.0015232821087094789,-0.0017244273193297984,0.004770991536748756,7.593687694212124e-09,-9.576735584624594e-09,2.4764110973048843e-08,1.5232821087094787e-07,-1.7244273193297983e-07,4.770991536748756e-07,7.593687694212124e-05,-9.576735584624594e-05,0.0002476411097304884,0.0002364467817640704,-0.0002982982134896437,0.0007711917770177846,0.004643388661108956,-0.005495658425884675,0.014782435748102587,7.593687694212124e-07,-9.576735584624594e-07,2.4764110973048845e-06
chi2,10000,15,2.75984890416503e-08,6.525154419975284e-10,5.4544462641303074e-08,7.5035307431753e-05,3.3612193537480234e-05,0.00011645842132602577,2.7598489041650305e-12,6.525154419975223e-14,5.454446264130309e-12,7.5035307431753e-09,3.361219353748024e-09,1.1645842132602578e-08,2.75984890416503e-08,6.525154419975284e-10,5.4544462641303074e-08,3.6881941493004525e-08,1.2694599850666146e-09,7.249442300094244e-08,0.00010126912405090767,4.3795184511717445e-05,0.0001587430635900979,2.759848904165031e-10,6.525154419975323e-12,5.454446264130308e-10
chi2,10000,20,7.0225150485094134e-09,1.2861102538461346e-09,1.2758919843172693e-08,4.154800601742304e-05,2.3301414568225102e-05,5.979459746662098e-05,7.022515048509414e-13,1.2861102538461352e-13,1.2758919843172694e-12,4.154800601742303e-09,2.330141456822509e-09,5.9794597466620966e-09,7.0225150485094134e-09,1.2861102538461346e-09,1.2758919843172693e-08,7.250337312920601e-09,7.248911923064187e-10,1.3775783433534783e-08,4.174968291823713e-05,2.070285308132644e-05,6.279651275514782e-05,7.022515048509416e-11,1.2861102538461366e-11,1.2758919843172695e-10
chi2,10000,25,3.878514889560918e-08,-4.172051657502978e-10,7.798750295696866e-08,9.385736494713003e-05,5.9354125254553435e-05,0.00012836060463970663,3.878514889560919e-12,-4.172051657503e-14,7.798750295696868e-12,9.385736494713005e-09,5.935412525455346e-09,1.2836060463970664e-08,3.878514889560918e-08,-4.172051657502978e-10,7.798750295696866e-08,3.216616416823286e-08,-2.226653054711899e-09,6.655898139117762e-08,7.528969953234568e-05,4.332564224129266e-05,0.00010725375682339871,3.8785148895609184e-10,-4.1720516575029905e-12,7.798750295696867e-10
chi2,10000,30,8.685170291966446e-09,4.039593745462779e-09,1.3330746838470113e-08,5.263105411369214e-05,3.975134680726512e-05,6.551076142011916e-05,8.685170291966446e-13,4.0395937454627787e-13,1.3330746838470113e-12,5.263105411369214e-09,3.975134680726512e-09,6.551076142011916e-09,8.685170291966446e-09,4.039593745462779e-09,1.3330746838470113e-08,5.513311348014907e-09,2.8823979252010136e-09,8.1442247708288e-09,3.427647719070289e-05,2.6412520789793544e-05,4.214043359161223e-05,8.685170291966446e-11,4.0395937454627775e-11,1.3330746838470114e-10
chi2,10000,50,3.678630638844261e-08,2.0984667047110764e-08,5.258794572977445e-08,0.00010437927486307823,8.600314893220444e-05,0.00012275540079395204,3.67863063884426e-12,2.0984667047110753e-12,5.258794572977445e-12,1.0437927486307826e-08,8.600314893220446e-09,1.2275540079395205e-08,3.678630638844261e-08,2.0984667047110764e-08,5.258794572977445e-08,1.4902912916529052e-08,7.886797454888266e-09,2.191902837816984e-08,4.1972564950210234e-05,3.4081250673669716e-05,4.986387922675075e-05,3.67863063884426e-10,2.0984667047110754e-10,5.258794572977444e-10
chi2,10000,100,5.143986696710962e-08,4.129708974245575e-08,6.158264419176349e-08,0.00012091826904653295,0.00010857370223201943,0.00013326283586104646,5.143986696710962e-12,4.129708974245575e-12,6.158264419176349e-12,1.2091826904653294e-08,1.0857370223201943e-08,1.3326283586104645e-08,5.143986696710962e-08,4.129708974245575e-08,6.158264419176349e-08,1.0531495203243116e-08,7.972122194394256e-09,1.3090868212091977e-08,2.4399826881735034e-05,2.2097724784603142e-05,2.6701928978866926e-05,5.143986696710961e-10,4.129708974245574e-10,6.158264419176348e-10
chi2,50000,10,4.166755712250844e-08,7.914561005783909e-09,7.542055323923297e-08,9.926604187223816e-05,4.920871113108566e-05,0.00014932337261339067,8.333511424501687e-13,1.5829122011567794e-13,1.5084110647846594e-12,1.9853208374447633e-09,9.841742226217133e-10,2.9864674522678136e-09,4.166755712250844e-08,7.914561005783909e-09,7.542055323923297e-08,9.972515893104903e-08,1.615791069188311e-08,1.8329240717021494e-07,0.00023288582111393577,0.00010526969910343466,0.0003605019431244369,1.863429803645688e-10,3.539499284200385e-11,3.3729096788713376e-10
chi2,50000,15,3.517805776191753e-09,-2.015387203400769e-10,7.237150272723583e-09,2.8292643730414778e-05,1.410885244026377e-05,4.2476435020565785e-05,7.035611552383507e-14,-4.030774406801529e-15,1.4474300545447168e-13,5.658528746082956e-10,2.821770488052755e-10,8.495287004113157e-10,3.517805776191753e-09,-2.015387203400769e-10,7.237150272723583e-09,5.595654343117908e-09,-3.3102570600236055e-10,1.1522334392238177e-08,4.441636428651895e-05,2.110954442337533e-05,6.772318414966256e-05,1.5732105694412344e-11,-9.013085575574604e-13,3.236551994638215e-11
chi2,50000,20,2.5275139338877597e-09,-7.756240927986143e-10,5.830651960574134e-09,2.133015461986687e-05,1.1003573250988873e-05,3.1656735988744867e-05,5.055027867775521e-14,-1.5512481855972284e-14,1.1661303921148271e-13,4.266030923973375e-10,2.200714650197775e-10,6.331347197748975e-10,2.5275139338877597e-09,-7.756240927986143e-10,5.830651960574134e-09,3.0102926273533937e-09,-9.044619054693813e-10,6.925047160176169e-09,2.5209855311075737e-05,1.2628374589293527e-05,3.779133603285795e-05,1.1303385940501881e-11,-3.4686963929686133e-12,2.6075468273972374e-11
chi2,50000,25,4.4107370572797776e-06,-5.564753512341667e-06,1.4386227626901222e-05,0.00034951988257567266,-0.00040508592161638023,0.0011041256867677257,8.821474114559556e-11,-1.1129507024683333e-10,2.8772455253802444e-10,6.990397651513453e-09,-8.101718432327606e-09,2.2082513735354512e-08,4.4107370572797776e-06,-5.564753512341667e-06,1.4386227626901222e-05,5.647020291043584e-06,-7.125442464862376e-06,1.8419483046949544e-05,0.00044180505354865854,-0.0005257895463709447,0.0014093996534682617,1.9725415781909937e-08,-2.488633426325336e-08,6.433716582707323e-08
chi2,50000,30,7.963843911320535e-10,4.509258449879864e-10,1.1418429372761206e-09,1.578797173672638e-05,1.2134649373183546e-05,1.9441294100269212e-05,1.592768782264107e-14,9.018516899759728e-15,2.2836858745522412e-14,3.157594347345276e-10,2.4269298746367094e-10,3.888258820053843e-10,7.963843911320535e-10,4.509258449879864e-10,1.1418429372761206e-09,6.305742455031616e-10,3.33322909908132e-10,9.278255810981911e-10,1.2390841561413745e-05,8.991213769341939e-06,1.579046935348555e-05,3.5615392695821045e-12,2.0166016844093405e-12,5.1064768547548685e-12
chi2,50000,50,1.3969530674046896e-09,8.146115826290268e-10,1.9792945521803525e-09,2.0034106166128977e-05,1.584266624029468e-05,2.4225546091963275e-05,2.7939061348093796e-14,1.629223165258054e-14,3.958589104360705e-14,4.006821233225795e-10,3.1685332480589356e-10,4.845109218392654e-10,1.3969530674046896e-09,8.146115826290268e-10,1.9792945521803525e-09,6.603270019897772e-10,3.4281697034717934e-10,9.77837033632375e-10,9.23607169166656e-06,6.9844183356786366e-06,1.1487725047654482e-05,6.247364040187465e-12,3.643053748034383e-12,8.851674332340546e-12
chi2,50000,100,3.3919977658173807e-09,2.260360693448015e-09,4.5236348381867466e-09,3.070499052141429e-05,2.602942404136761e-05,3.538055700146097e-05,6.783995531634764e-14,4.5207213868960334e-14,9.047269676373495e-14,6.140998104282857e-10,5.205884808273522e-10,7.076111400292193e-10,3.3919977658173807e-09,2.260360693448015e-09,4.5236348381867466e-09,7.998940425232886e-10,4.884124072402672e-10,1.1113756778063101e-09,7.1582841888824884e-06,5.824011504931734e-06,8.492556872833242e-06,1.5169475167790157e-11,1.0108640328436657e-11,2.0230310007143657e-11
chi2,100000,10,9.575136320244368e-05,-0.00012084569923082461,0.00031234842563571195,0.0016471218093280083,-0.002016097462494043,0.00531034108115006,9.575136320244368e-10,-1.2084569923082463e-09,3.12348425635712e-09,1.647121809328008e-08,-2.016097462494043e-08,5.310341081150059e-08,9.575136320244368e-05,-0.00012084569923082461,0.00031234842563571195,0.0003103756964642281,-0.0003917254175358967,0.0010124768104643527,0.005315475183089573,-0.00656478852952036,0.017195738895699506,3.027923967857562e-07,-3.8214765500506376e-07,9.87732448576576e-07
chi2,100000,15,6.1633409133068965e-09,-6.3698784032098994e-09,1.8696560229823693e-08,2.3742161909410098e-05,2.6615992617655363e-07,4.7218163892643645e-05,6.163340913306895e-14,-6.369878403209902e-14,1.869656022982369e-13,2.37421619094101e-10,2.661599261765511e-12,4.721816389264364e-10,6.1633409133068965e-09,-6.3698784032098994e-09,1.8696560229823693e-08,1.1014431124429542e-08,-1.1777176593031538e-08,3.380603884189062e-08,3.9468949386111104e-05,-3.901966495786149e-06,8.283986526800836e-05,1.949019528215217e-11,-2.01433241724597e-11,5.912371473676404e-11
chi2,100000,20,8.21389667826445e-06,-1.0364710104515582e-05,2.679250346104448e-05,0.0004768939412390369,-0.0005679637670617272,0.001521751649539801,8.213896678264452e-11,-1.0364710104515575e-10,2.679250346104448e-10,4.768939412390368e-09,-5.679637670617273e-09,1.5217516495398008e-08,8.21389667826445e-06,-1.0364710104515582e-05,2.679250346104448e-05,1.2874775031743684e-05,-1.624677628715961e-05,4.199632635064698e-05,0.0007432569142290654,-0.0008955837090861376,0.0023820975375442683,2.5974621968606935e-08,-3.277609121763106e-08,8.472533515484494e-08
chi2,100000,25,1.8316642413442292e-05,-2.3111982895651773e-05,5.974526772253636e-05,0.0006465674944497277,-0.0007723953459408375,0.002065530334840293,1.8316642413442293e-10,-2.3111982895651762e-10,5.974526772253634e-10,6.4656749444972765e-09,-7.723953459408372e-09,2.0655303348402925e-08,1.8316642413442292e-05,-2.3111982895651773e-05,5.974526772253636e-05,2.588301998052558e-05,-3.2661287509689414e-05,8.442732747074058e-05,0.0009075348820512252,-0.0010991765361107902,0.0029142463002132407,5.792230911332117e-08,-7.30865071931133e-08,1.8893112541975564e-07
chi2,100000,30,2.117002558771207e-10,1.094345779218374e-10,3.1396593383240395e-10,7.847232253329175e-06,5.914607838523291e-06,9.77985666813506e-06,2.117002558771207e-15,1.094345779218374e-15,3.13965933832404e-15,7.847232253329175e-11,5.914607838523292e-11,9.779856668135058e-11,2.117002558771207e-10,1.094345779218374e-10,3.1396593383240395e-10,1.65593778664321e-10,8.79219448304237e-11,2.432656124982183e-10,6.1876995654278356e-06,4.759182580427997e-06,7.616216550427674e-06,6.694549898121483e-13,3.4606252101218214e-13,9.928474586121145e-13
chi2,100000,50,4.695714968691056e-10,1.940776521171518e-10,7.450653416210594e-10,1.07903866531105e-05,8.266949153707746e-06,1.3313824152513253e-05,4.695714968691056e-15,1.940776521171519e-15,7.450653416210594e-15,1.0790386653110499e-10,8.266949153707744e-11,1.3313824152513254e-10,4.695714968691056e-10,1.940776521171518e-10,7.450653416210594e-10,2.3184547581157638e-10,9.47659440871338e-11,3.68925007536019e-10,5.296408403533485e-06,3.984468813033698e-06,6.608347994033272e-06,1.4849154544009988e-12,6.137274236279999e-13,2.3561034851739976e-12
chi2,100000,100,8.244168364440736e-10,4.645968979696754e-10,1.1842367749184719e-09,1.4460178225229197e-05,1.222821970176874e-05,1.6692136748689655e-05,8.244168364440737e-15,4.645968979696754e-15,1.184236774918472e-14,1.4460178225229198e-10,1.2228219701768738e-10,1.6692136748689658e-10,8.244168364440736e-10,4.645968979696754e-10,1.1842367749184719e-09,2.0898912293260066e-10,9.72730641767219e-11,3.2070518168847943e-10,3.5513220398389296e-06,2.7380256529228383e-06,4.364618426755021e-06,2.6070349445537827e-12,1.4691843914330323e-12,3.744885497674533e-12
poisson,50,10,0.001073479700646915,0.0005838100337338529,0.0015631493675599773,0.024112608691323013,0.017122929535735413,0.031102287846910614,2.14695940129383e-05,1.1676200674677057e-05,3.126298735119954e-05,0.0004822521738264602,0.0003424585907147082,0.0006220457569382122,0.001073479700646915,0.0005838100337338529,0.0015631493675599773,0.0006880447865979205,0.00047660091670065027,0.0008994886564951908,0.01582286289266263,0.013117021103358805,0.018528704681966456,0.00015181295515870772,8.256320675559087e-05,0.00022106270356182458
poisson,50,15,0.0016062328051195712,0.0013694589642045329,0.0018430066460346096,0.03355264102203941,0.03001536835608721,0.03708991368799162,3.212465610239142e-05,2.738917928409065e-05,3.686013292069218e-05,0.0006710528204407882,0.0006003073671217441,0.0007417982737598323,0.0016062328051195712,0.0013694589642045329,0.0018430066460346096,0.0008017094350942333,0.0007047881469169773,0.0008986307232714892,0.01682295289215532,0.015568044148779986,0.018077861635530657,0.00022715562173286776,0.00019367074402914605,0.00026064049943658944
poisson,50,20,0.001494617641748395,0.00136906589794025,0.0016201693855565401,0.03185607514274954,0.03073432731336807,0.03297782297213101,2.98923528349679e-05,2.7381317958804997e-05,3.24033877111308e-05,0.0006371215028549909,0.0006146865462673615,0.0006595564594426203,0.001494617641748395,0.00136906589794025,0.0016201693855565401,0.0005448472028781488,0.0004714918062048377,0.00061820259955146,0.011556453315740473,0.010721095237612057,0.01239181139386889,0.00021137085395226725,0.00019361515606496014,0.00022912655183957435
poisson,50,25,0.0013578331768142999,0.001243704905004366,0.0014719614486242338,0.029066490752384194,0.027579604370191493,0.030553377134576894,2.7156663536285998e-05,2.4874098100087318e-05,2.9439228972484677e-05,0.000581329815047684,0.00055159208740383,0.0006110675426915379,0.0013578331768142999,0.001243704905004366,0.0014719614486242338,0.000401132911289698,0.00032143747244301195,0.00048082835013638406,0.008475041095471947,0.007511376711640091,0.009438705479303804,0.00019202660940909278,0.00017588643442471163,0.00020816678439347392
poisson,50,30,0.001139493488672432,0.0010490595128094702,0.001229927464535394,0.025481868103912286,0.024625862115254162,0.02633787409257041,2.278986977344864e-05,2.0981190256189402e-05,2.4598549290707876e-05,0.0005096373620782457,0.0004925172423050833,0.0005267574818514082,0.001139493488672432,0.0010490595128094702,0.001229927464535394,0.00030177802973391677,0.0002728044311371333,0.00033075162833070025,0.006754168451704628,0.0062739249400959665,0.00723441196331329,0.0001611487145916386,0.00014835941907516642,0.0001739380101081108
poisson,50,50,0.0009597690799886228,0.0007631322117505792,0.0011564059482266663,0.018550227309390384,0.018041613984232555,0.019058840634548213,1.9195381599772453e-05,1.526264423501158e-05,2.3128118964533326e-05,0.00037100454618780763,0.00036083227968465104,0.0003811768126909642,0.0009597690799886228,0.0007631322117505792,0.0011564059482266663,0.0001403259918560443,0.00012133131376502031,0.0001593206699470683,0.002799613899097355,0.002431303162732775,0.003167924635461935,0.00013573184496662582,0.00010792319237414457,0.00016354049755910708
poisson,50,100,0.0006266528864243075,0.0005654814046988213,0.0006878243681497938,0.011014849390859107,0.010742122874097381,0.011287575907620834,1.2533057728486154e-05,1.130962809397643e-05,1.3756487362995879e-05,0.00022029698781718212,0.0002148424574819476,0.00022575151815241664,0.0006266528864243075,0.0005654814046988213,0.0006878243681497938,4.5226908236161494e-05,4.025779403967323e-05,5.019602243264976e-05,0.0008007415200500434,0.000717680685966014,0.0008838023541340728,8.862210108815025e-05,7.997114717948619e-05,9.727305499681431e-05
poisson,100,10,0.0004350248794033158,0.00016107419820878119,0.0007089755605978504,0.014018816288985717,0.007269064669042535,0.0207685679089289,4.350248794033158e-06,1.6107419820878125e-06,7.0897556059785035e-06,0.00014018816288985717,7.269064669042534e-05,0.000207685679089289,0.0004350248794033158,0.00016107419820878119,0.0007089755605978504,0.00031663106524398393,0.00012878919809833228,0.0005044729323896356,0.010518565329812563,0.006154195914386129,0.014882934745238998,4.3502487940331583e-05,1.6107419820878128e-05,7.089755605978505e-05
poisson,100,15,0.0015502349262635023,0.00138339016152248,0.0017170796910045245,0.03343091730237484,0.030066098701752204,0.03679573590299747,1.5502349262635027e-05,1.3833901615224803e-05,1.717079691004525e-05,0.0003343091730237485,0.0003006609870175222,0.00036795735902997483,0.0015502349262635023,0.00138339016152248,0.0017170796910045245,0.0008231558097771905,0.0007752551998259158,0.0008710564197284652,0.01772048742486718,0.017235075766893752,0.018205899082840607,0.00015502349262635023,0.00013833901615224801,0.00017170796910045245
poisson,100,20,0.0013374502353347409,0.0012331294918517012,0.0014417709788177805,0.030928609110526074,0.03014613327760919,0.031711084943442956,1.3374502353347411e-05,1.2331294918517016e-05,1.4417709788177807e-05,0.0003092860911052608,0.00030146133277609194,0.00031711084943442965,0.0013374502353347409,0.0012331294918517012,0.0014417709788177805,0.0005168935542737487,0.00044636898857070245,0.0005874181199767949,0.011871490288676087,0.01101962445325698,0.012723356124095194,0.00013374502353347408,0.00012331294918517012,0.00014417709788177804
poisson,100,25,0.0012263188004271181,0.001163120574609032,0.0012895170262452044,0.02722454068337595,0.026088610683137264,0.02836047068361464,1.2263188004271183e-05,1.163120574609032e-05,1.2895170262452045e-05,0.00027224540683375956,0.0002608861068313727,0.00028360470683614643,0.0012263188004271181,0.001163120574609032,0.0012895170262452044,0.0004136087217495797,0.00033954798043914745,0.0004876694630600119,0.009050555071271223,0.008096220033519891,0.010004890109022556,0.00012263188004271183,0.00011631205746090319,0.00012895170262452045
poisson,100,30,0.0011406627503727112,0.0010825413123620716,0.0011987841883833508,0.025200974034313383,0.024714395917391135,0.02568755215123563,1.1406627503727115e-05,1.082541312362072e-05,1.198784188383351e-05,0.0002520097403431339,0.0002471439591739114,0.0002568755215123564,0.0011406627503727112,0.0010825413123620716,0.0011987841883833508,0.0003070068513026976,0.00029477918875264167,0.0003192345138527535,0.006793149857995067,0.006575753761082295,0.007010545954907839,0.00011406627503727114,0.00010825413123620719,0.0001198784188383351
